,artist,track,position,date
5044,Hoodratz,Bootlegga,20,1993-09-11
5045,Run-D.M.C.,"Ooh, Whatcha Gonna Do",21,1993-09-11
5047,Jazzy Jeff & The Fresh Prince,Boom! Shake The Room,23,1993-09-11
5048,Threat,Let The Dogs Loose,24,1993-09-11
5070,Common Sense,Soul By The Pound,21,1993-09-18
5074,Da Youngsta's,Iz U Wit Me,25,1993-09-18
5097,Onyx,Shifftee,23,1993-09-25
5098,Leaders Of The New School,What's Next?,24,1993-09-25
5122,Rumble,Safe/Booyaka! Booyaka!,23,1993-10-02
5123,Tha Alkaholiks,Make Room,24,1993-10-02
5141,Erick Sermon,Stay Real,17,1993-10-09
5145,De La Soul,Breakadawn,21,1993-10-09
5146,Dr. Dre,Let Me Ride,22,1993-10-09
5147,Private Investigators,Mash Up The Mic,23,1993-10-09
5148,KRS-One,Outta Here,24,1993-10-09
5169,George Clinton,Paint The White House Black,20,1993-10-16
5173,Poison Clan,Don't Sleep On A Hizzo,24,1993-10-16
5194,Nikki D,Freak Out,20,1993-10-23
5195,Salt-N-Pepa,Shoop,21,1993-10-23
5198,Souls Of Mischief,93 'til Infinity,24,1993-10-23
5199,Digable Planets,Nickel Bags,25,1993-10-23
5218,Biz Markie,Young Girl Bluez,19,1993-10-30
5219,Yo-Yo,Westside Story,20,1993-10-30
5220,Dred Scott,Nutin' Ta Lose,21,1993-10-30
5221,Hi-C,Got It Like That,22,1993-10-30
5224,Black Maddness,Wild Brooklyn Bandits,25,1993-10-30
5248,Casual,That's How It Is,24,1993-11-06
5268,Kris Kross,I'm Real,19,1993-11-13
5269,Shaquille O'Neal,(I Know I Got) Skillz,20,1993-11-13
5270,ED O.G & DA Bulldogs,Skinny Dip (Got It Goin' On),21,1993-11-13
5271,Daddy-O,Brooklyn Bounce,22,1993-11-13
5281,Eazy-E,Real Muthaphuckkin G's,7,1993-11-20
5290,A Tribe Called Quest,Award Tour,16,1993-11-20
5295,Das EFX,Freakit,21,1993-11-20
5297,2Pac,Keep Ya Head Up,23,1993-11-20
5298,LL Cool J,Stand By Your Man,24,1993-11-20
5299,Father,69,25,1993-11-20
5318,M.C. Breed,Tight,19,1993-11-27
5320,Patra (Featuring Lyn Collins),Think (About It),21,1993-11-27
5323,Rumpletilskinz,Is It Alright?,24,1993-11-27
5324,Scarface,Now I Feel Ya,25,1993-11-27
5332,Queen Latifah,U.N.I.T.Y.,8,1993-12-04
5333,Domino,Getto Jam,9,1993-12-04
5334,K7,Come Baby Come,10,1993-12-04
5335,MC Ren,Same Ol' Shit,11,1993-12-04
5341,Too $hort,I'm A Player,17,1993-12-04
5345,Jeru The Damaja,Come Clean,21,1993-12-04
5347,12 Gauge,Dunkie Butt (Please Please Please),23,1993-12-04
5348,Rakim,Heat It Up,24,1993-12-04
5349,Lords Of The Underground,Here Come The Lords,25,1993-12-04
5352,Ice Cube,Really Doe,3,1993-12-11
5367,Jazzy Jeff & The Fresh Prince,I'm Looking For The One (To Be With Me),18,1993-12-11
5370,Born Jamericans,Boom Shak A-Tack,21,1993-12-11
5379,Snoop Dogg,What's My Name?,5,1993-12-18
5446,KRS-One,Sound Of Da Police,22,1994-01-01
5447,US 3,Cantaloop (Flip Fantasia),23,1994-01-01
5448,Shabba Ranks,Family Affair,24,1994-01-01
5495,Cypress Hill,We Ain't Goin' Out Like That,21,1994-01-15
5526,Salt-N-Pepa Featuring En Vogue,Whatta Man,2,1994-01-29
5569,Too $hort,Money In The Ghetto,20,1994-02-05
5571,Raheem The Dream,Short Shorts,22,1994-02-05
5572,K7,Zunga Zeng,23,1994-02-05
5579,M.C. Hammer,It's All Good,5,1994-02-12
5584,OutKast,Player's Ball,10,1994-02-12
5586,Snoop Dogg,Gin And Juice,12,1994-02-12
5614,Ice Cube,You Know How We Do It,15,1994-02-19
5617,Shaquille O'Neal,I'm Outstanding,18,1994-02-19
5618,Gang Starr,Mass Appeal,19,1994-02-19
5642,DFC (Duet With MC Eiht),Caps Get Peeled,18,1994-02-26
5646,Wu-Tang Clan,C.R.E.A.M. (Cash Rules Everything Around Me),22,1994-02-26
5668,Shyheim,On And On,19,1994-03-05
5670,Lighter Shade Of Brown,Hey D.J.,21,1994-03-05
5673,Nas,It Ain't Hard To Tell,24,1994-03-05
5685,Queen Latifah,Just Another Day,11,1994-03-12
5696,Masta Ace Incorporated,Born To Roll,22,1994-03-12
5697,MeShell Ndegeocello,If That's Your Boyfriend,23,1994-03-12
5699,Kris Kross,Da Bomb,25,1994-03-12
5711,The Conscious Daughters,Something To Ride To,12,1994-03-19
5712,A Tribe Called Quest,Electric Relaxation,13,1994-03-19
5716,M.C. Hammer,Pumps And A Bump,17,1994-03-19
5721,Sudden Change,Comin' On Strong,22,1994-03-19
5738,Heavy D & The Boyz,Got Me Waiting,14,1994-03-26
5766,Simple E,Play My Funk,17,1994-04-02
5796,Domino,Sweet Potatoe Pie,22,1994-04-09
5798,2Pac Duet With Mopreme,Papa'z Song,24,1994-04-09
5814,South Central Cartel,Gang Stories,15,1994-04-16
5823,Black Moon,I Got Cha Opin,24,1994-04-16
5849,Patra,Worker Man,25,1994-04-23
5872,Illegal,Back In The Day,23,1994-04-30
5888,Warren G & Nate Dogg,Regulate,14,1994-05-07
5922,Smif-N-Wessun,Bucktown/Let's Get It On,23,1994-05-14
5943,The Crooklyn Dodgers,Crooklyn,19,1994-05-21
5946,Jeru The Damaja,D. Original,22,1994-05-21
5962,Arrested Development,Ease My Mind,13,1994-05-28
5970,Tag Team,"Here It Is, Bam!",21,1994-05-28
5973,Coolio,Fantastic Voyage,24,1994-05-28
5977,Da Brat,Funkdafied,3,1994-06-04
5997,E-40,Captain Save A Hoe,23,1994-06-04
6016,69 Boyz,Tootsee Roll,17,1994-06-11
6024,Fugees,Nappy Heads,25,1994-06-11
6047,A Tribe Called Quest,Oh My God,23,1994-06-18
6073,Volume 10,Pump,24,1994-06-25
6088,Nice & Smooth,Old To The New,14,1994-07-02
6091,The Puppies,Funky Y-2-C,17,1994-07-02
6094,Ill Al Skratch,Where My Homiez?,20,1994-07-02
6098,King Just,Warrior's Drum,24,1994-07-02
6107,Gravediggaz,Diary Of A Madman,8,1994-07-09
6113,OutKast,Southernplayalisticadillacmuzik,14,1994-07-09
6122,Mad Lion,Take It Easy,23,1994-07-09
6123,Heavy D & The Boyz,Nuttin' But Love,24,1994-07-09
6137,Public Enemy,Give It Up,13,1994-07-16
6182,Warren G,This D.J.,8,1994-07-30
6184,Ice Cube Featuring George Clinton,Bop Gun (One Nation),10,1994-07-30
6198,Wu-Tang Clan,Can It Be All So Simple,24,1994-07-30
6221,Queen Latifah,Black Hand Side,22,1994-08-06
6233,Craig Mack,Flava In Ya Ear,9,1994-08-13
6241,The Lady Of Rage,Afro Puffs,17,1994-08-13
6244,Patra Featuring Yo-Yo,Romantic Call,20,1994-08-13
6246,Terror Fabulous Featuring Nadine Sutherland,Action,22,1994-08-13
6248,Boogiemonsters,Recognized Thresholds Of...,24,1994-08-13
6280,The Notorious B.I.G.,Juicy/Unbelievable,6,1994-08-27
6298,Bone Thugs-N-Harmony,Thuggish Ruggish Bone,24,1994-08-27
6299,"Sam ""The Beast""",Gucci Dance Live,25,1994-08-27
6319,PMD,I Saw It Cummin',20,1994-09-03
6347,Mic Geronimo,It's Real,23,1994-09-10
6349,Gang Starr,Dwyck,25,1994-09-10
6369,Salt-N-Pepa,None Of Your Business,20,1994-09-17
6371,Rappin' 4-Tay,Playaz Club,22,1994-09-17
6373,Ill Al Skratch Featuring Brian McKnight,I'll Take Her,24,1994-09-17
6374,Da Youngsta's,Hip Hop Ride,25,1994-09-17
6394,Pete Rock & C.L. Smooth,I Got A Love,20,1994-09-24
6399,The Roots,Distortion To Static,25,1994-09-24
6423,Black Moon,Buck Em Down,24,1994-10-01
6437,Digable Planets,9th Wonder (Slicker This Year),13,1994-10-08
6448,Dis `N' Dat,Party,24,1994-10-08
6467,Da Brat,Fa All Y'All,18,1994-10-15
6473,Above The Law,Black Superman,24,1994-10-15
6479,Keith Murray,The Most Beautifullest Thing In...,5,1994-10-22
6489,Black Sheep,Without A Doubt,15,1994-10-22
6491,Spice 1,Strap On The Side,17,1994-10-22
6510,Brand Nubian,Word Is Bond,11,1994-10-29
6519,Lords Of The Underground,Tic Toc,20,1994-10-29
6520,OutKast,"Git Up, Git Out",21,1994-10-29
6532,Heavy D & The Boyz,Black Coffee,8,1994-11-05
6555,Method Man,Bring The Pain,6,1994-11-12
6572,DFC,Things In Tha Hood,23,1994-11-12
6573,Nas,One Love,24,1994-11-12
6580,Scarface,I Never Seen A Man Cry (I Seen A Man Die),6,1994-11-19
6586,Redman,Rockafella,12,1994-11-19
6592,Shaquille O'Neal,Biological Didn't Bother,18,1994-11-19
6593,Michael Wall Love Foundation,Love Song,19,1994-11-19
6597,Doctor Dre & Ed Lover,Back Up Off Me!,23,1994-11-19
6599,Quo,Blowin' Up (Don't Stop The Music),25,1994-11-19
6613,Slick Rick,Behind Bars,14,1994-11-26
6623,Bossman And The Blakjak,Much Love,24,1994-11-26
6624,69 Boyz,Kitty Kitty,25,1994-11-26
6644,Warren G,Do You See,20,1994-12-03
6648,Super Cat,Scalp Dem,24,1994-12-03
6688,Dru Down,Pimp Of The Year,14,1994-12-17
6698,Dana Dane,Record Jock,24,1994-12-17
6699,Paris,Guerrilla Funk,25,1994-12-17
6716,Nine,Whutcha Want?,17,1994-12-24
6730,Craig Mack,Get Down,6,1994-12-31
6744,Tha Alkaholiks,Daaam!,20,1994-12-31
6749,D.J. Trans,Ride Out,25,1994-12-31
6774,Fugees,Vocab,25,1995-01-07
6783,Too $hort,Cocktales,9,1995-01-14
6795,Funkmaster Flex & The Ghetto Celebs,Nuttin But Flavor,21,1995-01-14
6798,Vicious,Nika,24,1995-01-14
6803,The Notorious B.I.G.,Big Poppa/Warning,4,1995-01-21
6811,Channel Live,Mad Izm,12,1995-01-21
6814,Way 2 Real,Tha Butterfly,15,1995-01-21
6823,95 South,Rodeo,24,1995-01-21
6836,Capleton,Tour,12,1995-01-28
6868,The Roots,Proceed I,19,1995-02-04
6871,Rottin Razkals,Oh Yeah!,22,1995-02-04
6893,Group Home,Supa Star,19,1995-02-11
6898,Raekwon Feat. Ghost Face Killer,Heaven & Hell,24,1995-02-11
6922,Shaquille O'Neal Feat. Prince Rakeem The RZA & Method Man,No Hook,23,1995-02-18
6928,E-40 (Featuring Leviti),1-Luv,4,1995-02-25
6929,Bone Thugs-N-Harmony Featuring Eazy-E,Foe The Love Of $,5,1995-02-25
6931,Ol' Dirty Bastard,Brooklyn Zoo,7,1995-02-25
6934,Mobb Deep,Shook Ones Part II,10,1995-02-25
6935,Redman,Can't Wait,11,1995-02-25
6963,Keith Murray,Get Lifted,14,1995-03-04
6975,2Pac,Dear Mama/Old School,1,1995-03-11
6984,Scarface Feat. Ice Cube,People Don't Believe,10,1995-03-11
6996,Slick Rick Featuring Doug E. Fresh,Sittin' In My Car,22,1995-03-11
7023,Dr. Dre,"Keep Their Heads Ringin' (From ""Friday"")",24,1995-03-18
7024,Thug Life,Cradle To The Grave,25,1995-03-18
7043,Rappin' 4-Tay Feat. The Spinners,I'll Be Around,19,1995-03-25
7049,DJ Quik,Safe + Sound,25,1995-03-25
7071,DJ Smurf And P.M.H.I.,Ooh Lawd (Party People),22,1995-04-01
7085,Da Brat,Give It 2 You,11,1995-04-08
7097,"Dis `N' Dat Feat. 95 South,69 Boyz & K-Nock",Freak Me Baby,23,1995-04-08
7121,H.M.H.,Boo-Tee Bounce,22,1995-04-15
7124,Dana Dane,Rollin' Wit Dane,25,1995-04-15
7129,Naughty By Nature,Craziest,5,1995-04-22
7148,Masta Ace Incorporated,The I.N.C. Ride,24,1995-04-22
7171,Common Sense,Resurrection,22,1995-04-29
7173,Nine,Any Emcee,24,1995-04-29
7199,Questionmark Asylum,Hey Lookaway,25,1995-05-06
7200,Method Man Featuring Mary J. Blige,I'll Be There For You/You're All I Need To Get By,1,1995-05-13
7213,Lost Boyz,Lifestyles Of The Rich And Shameless,14,1995-05-13
7219,Scarface,Among The Walking Dead,20,1995-05-13
7224,Big L,Put It On,25,1995-05-13
7242,Sam Sneed Featuring Dr. Dre,U Better Recognize,18,1995-05-20
7243,Domino,Tales From The Hood,19,1995-05-20
7258,Mack 10,Foe Life,9,1995-05-27
7291,Heather B.,All Glocks Down,17,1995-06-03
7295,Grand Puba,I Like It (I Wanna Be Where You Are),21,1995-06-03
7298,Ol' Dirty Bastard,Shimmy Shimmy Ya,24,1995-06-03
7304,Naughty By Nature,Feel Me Flow,5,1995-06-10
7308,Luniz,I Got 5 On It,9,1995-06-10
7311,Special Ed,Neva Go Back,12,1995-06-10
7322,Mentally Disturbed,Lollipop,23,1995-06-10
7340,Various Artists,The Points,16,1995-06-17
7341,Mobb Deep,Survival Of The Fittest,17,1995-06-17
7348,Skee-Lo,I Wish,24,1995-06-17
7350,The Notorious B.I.G.,One More Chance/Stay With Me,1,1995-06-24
7364,E-40 (Featuring Suga T),Sprinkle Me,15,1995-06-24
7388,2Pac,So Many Tears,14,1995-07-01
7397,Buju Banton,Champion,23,1995-07-01
7422,AZ,Sugar Hill,23,1995-07-08
7447,Rottin Razkals,Hey Alright,23,1995-07-15
7451,Shaggy,Boombastic/In The Summertime,2,1995-07-22
7454,Chef Raekwon,Glaciers Of Ice/Criminology,5,1995-07-22
7469,Junior M.A.F.I.A.,Player's Anthem,20,1995-07-22
7474,Bushwick Bill,Who's The Biggest,25,1995-07-22
7517,Onyx,"Live!!! (From ""The Show"")",18,1995-08-05
7523,Big L,MVP,24,1995-08-05
7524,Playa Poncho Featuring L.A. Sno,"Whatz Up, Whatz Up",25,1995-08-05
7543,The D&D Project Featuring D&D All-Stars,"1,2 Pass It",19,1995-08-12
7555,Coolio Featuring L.V.,"Gangsta's Paradise (From ""Dangerous Minds"")",6,1995-08-19
7566,The Dove Shack,"Summertime In The LBC (From ""The Show"")",17,1995-08-19
7574,Grand Puba,A Little Of This,25,1995-08-19
7591,M.C. Hammer Featuring VMF,Sultry Funk,17,1995-08-26
7599,Lost Boyz,"Jeeps, Lex Coups, Bimaz & Benz",25,1995-08-26
7601,Redman/Method Man,"How High (From ""The Show"")",2,1995-09-02
7605,Bone Thugs-N-Harmony,1st Of Tha Month,6,1995-09-02
7643,KRS-One,MC's Act Like They Don't Know,19,1995-09-09
7647,Lil' Shawn,Dom Perignon,23,1995-09-09
7648,Masta Ace Incorporated,Sittin' On Chrome,24,1995-09-09
7649,Doug E. Fresh,Where's Da Party At?,25,1995-09-09
7663,Crooklyn Dodgers '95,"Return Of The Crooklyn Dodgers (From ""Clockers"")",14,1995-09-16
7674,Twinz,Round & Round,25,1995-09-16
7684,Das EFX,Real Hip Hop,10,1995-09-23
7692,WC & The Maad Circle,West Up!,18,1995-09-23
7711,Jamal,Fades Em All,12,1995-09-30
7714,2Pac,Temptations,15,1995-09-30
7721,Mystikal,Y'all Ain't Ready Yet,22,1995-09-30
7722,Super Cat,Girlstown,23,1995-09-30
7758,Goodie Mob,Cell Therapy,9,1995-10-14
7759,Raekwon,Incarcerated Scarfaces/Ice Cream,10,1995-10-14
7761,Cypress Hill,Throw Your Set In The Air,12,1995-10-14
7765,Blahzay Blahzay,Danger,16,1995-10-14
7774,The Pharcyde,Drop/Runnin',25,1995-10-14
7784,Erick Sermon,Bomdigi,10,1995-10-21
7790,Salt-N-Pepa,Ain't Nothin' But A She Thing,16,1995-10-21
7803,Genius/GZA,Liquid Swords,4,1995-10-28
7815,Capleton,Wings Of The Morning,16,1995-10-28
7822,Frost,East Side Rendezvous,23,1995-10-28
7834,Onyx,Last Dayz,10,1995-11-04
7853,The Click,Hurricane,4,1995-11-11
7854,Method Man,"The Riddler (From ""Batman Forever"")",5,1995-11-11
7877,LL Cool J,Hey Lover,3,1995-11-18
7898,The D.O.C.,Return Of Da Livin' Dead,24,1995-11-18
7913,Luniz Featuring Teddy,Playa Hata,14,1995-11-25
7917,Spice 1 Featuring MC Eiht,1990-Sick (Kill em' All),18,1995-11-25
7939,Kool G Rap,Fast Life,15,1995-12-02
7946,Junior M.A.F.I.A. Featuring Aaliyah,I Need You Tonight,22,1995-12-02
7952,Kris Kross,Tonite's Tha Night,3,1995-12-09
7960,Coolio,Too Hot,11,1995-12-09
7964,Bone Thugs-N-Harmony,East 1999,15,1995-12-09
7988,Genius/GZA Featuring Inspektah Deck,Cold World,14,1995-12-16
7996,L.B.C. Crew Feat. Tray D & South Sentrell,Beware Of My Crew,22,1995-12-16
7999,L.A.D.,Ridin' Low,25,1995-12-16
8005,Eazy-E,Just Tah Let U Know,6,1995-12-23
8024,Heltah Skeltah And O.G.C. As The Fab 5,Leflaur Leflah Eshkushka,25,1995-12-23
8031,Fugees,Fu-Gee-La,7,1995-12-30
8045,M.C. Hammer Feat. Angel Burgess & The San Jose Community Choir,Goin' Up Yonder,21,1995-12-30
8059,Tha Dogg Pound Featuring Michel'le,Let's Play House,10,1996-01-06
8066,Redman,Funkorama,17,1996-01-06
8169,Smoothe Da Hustler,Broken Language/Hustlin',20,1996-02-03
8178,Junior M.A.F.I.A. Featuring The Notorious B.I.G.,Get Money,4,1996-02-10
8192,Erick Sermon,Welcome,18,1996-02-10
8199,Bahamadia,Uknowhowwedu,25,1996-02-10
8204,Das EFX (Featuring Mobb Deep),Microphone Master,5,1996-02-17
8223,Twinz,Eastside LB,24,1996-02-17
8237,Nonchalant,5 O'Clock,13,1996-02-24
8248,8Ball & MJG,Space Age,24,1996-02-24
8249,Camp Lo,Coolie High,25,1996-02-24
8264,Domino,Physical Funk,15,1996-03-02
8266,Jamal,Keep It Real,17,1996-03-02
8272,Rappin' 4-Tay,Ain't No Playa,23,1996-03-02
8278,LL Cool J,Doin It,4,1996-03-09
8281,Busta Rhymes,Woo-Hah!! Got You All In Check/Everything Remains Raw,7,1996-03-09
8292,Coolio,"1, 2, 3, 4 (Sumpin' New)",18,1996-03-09
8295,Kilo,Nasty Dancer/White Horse,21,1996-03-09
8297,Goodie Mob,Soul Food,23,1996-03-09
8305,MC Lyte Featuring Xscape,"Keep On, Keepin' On (From ""Sunset Park"")",6,1996-03-16
8307,Fat Joe,Envy/Firewater,8,1996-03-16
8323,Quad City DJ's,C'Mon N' Ride It (The Train),24,1996-03-16
8324,The Conscious Daughters,Gamers,25,1996-03-16
8343,Jay-Z Featuring Foxxy Brown,Ain't No Nigga/Dead Presidents,19,1996-03-23
8355,Lost Boyz,"Renee (From ""Don't Be A Menace..."")",6,1996-03-30
8368,Genius/GZA Featuring Method Man,Shadowboxin',19,1996-03-30
8371,Master P,Mr. Ice Cream Man,22,1996-03-30
8372,The Click,Scandalous,23,1996-03-30
8395,Smoothe Da Hustler,Hustler's Theme,21,1996-04-06
8397,Shaggy Featuring Grand Puba,Why You Treat Me So Bad,23,1996-04-06
8435,Luke,"Scarred (From ""Eddie"")",11,1996-04-20
8448,AZ,Doe Or Die,24,1996-04-20
8461,Kris Kross,Live and Die For Hip Hop,12,1996-04-27
8470,69 Boyz Featuring Quad City DJ's,"Hoop In Yo Face (From ""Sunset Park"")",21,1996-04-27
8490,Geto Boys Featuring Flaj,"The World Is A Ghetto (From ""Original Gangstas"")",16,1996-05-04
8494,DJ Kool,Let Me Clear My Throat,20,1996-05-04
8499,Heather B.,If Headz Only Knew...,25,1996-05-04
8500,Bone Thugs-N-Harmony,Tha Crossroads,1,1996-05-11
8517,Delinquent Habits,Tres Delinquentes,18,1996-05-11
8521,Poppa Doo,Mother's Prayer,22,1996-05-11
8535,Crucial Conflict,Hay,11,1996-05-18
8570,Ice-T,I Must Stand,21,1996-05-25
8592,Coolio,"It's All The Way Live (Now) (From ""Eddie"")",18,1996-06-01
8597,Digital Underground,Oregano Flow,23,1996-06-01
8611,Sadat X,Hang Em' High,12,1996-06-08
8614,Heltah Skeltah,Operation Lockdown/Da Wiggy,15,1996-06-08
8622,Blahzay Blahzay,Pain I Feel,23,1996-06-08
8624,Do Or Die (Featuring Twista),Po Pimp,25,1996-06-08
8643,2Pac Featuring K-Ci And JoJo,How Do U Want It/California Love,19,1996-06-15
8647,Mad Lion Featuring KRS-ONE And Brenda K. Starr,Double Trouble,23,1996-06-15
8664,Nas,If I Ruled The World,15,1996-06-22
8670,Cypress Hill,Boom Biddy Bye Bye,21,1996-06-22
8673,Domino,So Fly,24,1996-06-22
8688,Bahamadia,I Confess,14,1996-06-29
8693,De La Soul,The Bizness/Stakes Is High,19,1996-06-29
8697,Ruffa Featuring Tasha,Don't You Worry,23,1996-06-29
8719,Real Live Featuring K-Def & Larry-O,Real Live Sh*t,20,1996-07-06
8728,LL Cool J,Loungin,4,1996-07-13
8732,Busta Rhymes Featuring Zhane,It's A Party,8,1996-07-13
8736,Xzibit,Paparazzi,12,1996-07-13
8774,The Roots,Clones/Section,25,1996-07-20
8776,OutKast,Elevators (Me & You),2,1996-07-27
8793,Rappin' 4-Tay,A Lil' Some'em Some'em,19,1996-07-27
8808,A+,All I See,9,1996-08-03
8836,The 2 Live Crew,Shake A Lil' Somethin'...,12,1996-08-10
8848,Ras Kass,Anything Goes,24,1996-08-10
8856,RZA Feat. Method Man & Cappadonna,"Wu-Wear: The Garment Renaissance (From ""High School High"")",7,1996-08-17
8864,Master P Featuring Silkk & Mo B. Dick,No More Tears,15,1996-08-17
8873,Above The Law,100 Spokes,24,1996-08-17
8883,Goodie Mob,Dirty South,9,1996-08-24
8885,Too Short Feat. Parliament Funkadelic,Gettin' It,11,1996-08-24
8897,Dru Down,Can You Feel Me,23,1996-08-24
8921,Capone -N- Noreaga,Illegal Life,22,1996-08-31
8937,Southsyde B.O.I.Z.,"Get Ready, Here It Comes (It's The Choo-Choo)",13,1996-09-07
8945,Jay-Z,Can't Knock The Hustle,21,1996-09-07
8974,Nonchalant,Until The Day,25,1996-09-14
8984,Warren G Featuring Adina Howard,"What's Love Got To Do With It (From ""Supercop"")",10,1996-09-21
8994,Westside Connection,Bow Down,20,1996-09-21
8998,Chuck D,No,24,1996-09-21
9014,Originoo Gunn Clappaz,No Fear,15,1996-09-28
9018,PMD,Rugged -N- Raw,19,1996-09-28
9021,DJ Polo Featuring Ron Jeremy,Freak Of The Week,22,1996-09-28
9032,Lost Boyz,Music Makes Me High,8,1996-10-05
9044,Jeru The Damaja,Ya Playin' Yaself,20,1996-10-05
9052,Da Brat,Sittin' On Top Of The World,3,1996-10-12
9067,M.O.P.,Dead & Gone,18,1996-10-12
9070,De La Soul,Itzsoweezee (Hot),21,1996-10-12
9089,Lil' Kim Featuring Puff Daddy,No Time,15,1996-10-19
9094,Keith Murray,The Rhyme,20,1996-10-19
9140,Heltah Skeltah,Therapy,16,1996-11-02
9142,Freak Nasty,Da' Dip,18,1996-11-02
9150,Nas,Street Dreams,1,1996-11-09
9173,Bush Babees Featuring Mos Def,The Love Song,24,1996-11-09
9185,Killafornia Organization,Throw It Up,11,1996-11-16
9189,Mobb Deep,Front Lines (Hell On Earth),15,1996-11-16
9192,The Almighty RSO Featuring Faith Evans,You Could Be My Boo,18,1996-11-16
9196,Sadat X,The Lump Lump,22,1996-11-16
9231,MC Lyte,Cold Rock A Party,7,1996-11-30
9233,OutKast,ATLiens/Wheelz Of Steel,9,1996-11-30
9235,Richie Rich,Let's Ride,11,1996-11-30
9243,Xzibit,The Foundation,19,1996-11-30
9264,Camp Lo,Luchini aka (This Is It),15,1996-12-07
9266,The Roots,What They Do,17,1996-12-07
9268,D.J. Trans,Suki Suki Now,19,1996-12-07
9281,Mack 10 & Tha Dogg Pound,"Nothin' But The Cavi Hit (From ""Rhyme & Reason"")",7,1996-12-14
9297,One And One,Phenomenon,23,1996-12-14
9299,LL Cool J,"Ain't Nobody (From ""Beavis And Butt-Head Do America"")",25,1996-12-14
9315,Quad City DJ's,"Space Jam (From ""Space Jam"")",16,1996-12-21
9318,"2Pac, Notorious B.I.G., Radio, Dramacydal & Stretch",Runnin',19,1996-12-21
9323,Al Tariq (Kool Fash),Everybody's Talkin',24,1996-12-21
9324,Ras Kass,Soul On Ice,25,1996-12-21
9335,Redman Featuring K-Solo,That's How It Is (It's Like That),11,1996-12-28
9339,A Tribe Called Quest Featuring Faith Evans,Stressed Out,15,1996-12-28
9358,Lost Boyz,Get Up,9,1997-01-04
9427,Puff Daddy (Featuring Mase),Can't Nobody Hold Me Down,3,1997-01-25
9459,E-40 Featuring Bo-Rock,Things'll Never Change/Rapper's Ball,10,1997-02-01
9466,KRS-One,The MC,17,1997-02-01
9469,Redman,Whateva Man,20,1997-02-01
9485,Tru Featuring Ice Cream Man (Master P),I Always Feel Like (Somebody's Watching Me),11,1997-02-08
9514,Foxy Brown Featuring Jay-Z,I'll Be,15,1997-02-15
9519,Tracey Lee,The Theme (It's Party Time),20,1997-02-15
9524,DJ Taz Featuring Raheem The Dream,That's Right,25,1997-02-15
9543,Da Brat Featuring T-Boz,Ghetto Love,19,1997-02-22
9547,Capone -N- Noreaga,T.O.N.Y. (Top Of New York),23,1997-02-22
9561,Richie Rich,Do G's Get To Go To Heaven?,12,1997-03-01
9573,The 2 Live Crew,Do The Damn Thing,24,1997-03-01
9576,Hev-D,Big Daddy,2,1997-03-08
9590,Bounty Killa featuring the Fugees,Hip-Hopera,16,1997-03-08
9593,Westside Connection,Gangstas Make The World Go Round,19,1997-03-08
9622,Warren G,I Shot The Sheriff,23,1997-03-15
9645,KRS-One,Step Into A World (Rapture's Delight),21,1997-03-22
9648,"Frankie Cutlass Feat. Craig G., Roxanne Shante, Biz Markie & Big Daddy Kane",The Cypher: Part 3,24,1997-03-22
9649,Artifacts,The Ultimate,25,1997-03-22
9659,Tela Featuring Eightball & MJG,Sho Nuff,10,1997-03-29
9697,Killarmy,Wu-Renegades,23,1997-04-05
9706,OutKast,Jazzy Belle,7,1997-04-12
9728,B-Rock & The Bizz,My Baby Daddy,4,1997-04-19
9743,Lil Bud & Tizone Featuring Keith Sweat,Gonna Let U Know,19,1997-04-19
9750,The Notorious B.I.G.,Hypnotize,1,1997-04-26
9763,"Trapp Featuring 2pac, Notorious B.I.G.",Stop The Gunfight,14,1997-04-26
9789,Jay-Z,Feelin' It,15,1997-05-03
9792,Mobb Deep,G.O.D. Pt. III,18,1997-05-03
9813,Suga Free,If U Stay Ready,14,1997-05-10
9831,"Master P Featuring Steady Mobb'n, Mia X, Mo B. Dick & O'Dell","If I Could Change (From ""I'm Bout It"")",7,1997-05-17
9845,Twista,Emotions,21,1997-05-17
9870,3X Krazy,Keep It On The Real,21,1997-05-24
9893,CRU Featuring Slick Rick,Just Another Case,19,1997-05-31
9894,Born Jamericans,Yardcore,20,1997-05-31
9917,Jay-Z,"Who You Wit (From ""Sprung"")",18,1997-06-07
9925,Puff Daddy & Faith Evans Featuring 112,I'll Be Missing You,1,1997-06-14
9927,Wyclef Jean Featuring Refugee Allstars,We Trying To Stay Alive,3,1997-06-14
9951,Bone Thugs-N-Harmony,Look Into My Eyes,2,1997-06-21
9952,Scarface Featuring 2Pac & Johnny P,Smile,3,1997-06-21
9954,Warren G Featuring Ronald Isley,Smokin' Me Out,5,1997-06-21
9967,Tha Alkaholiks Featuring Ol' Dirty Bastard,Hip Hop Drunkies,18,1997-06-21
9997,Jungle Brothers,Brain,23,1997-06-28
10018,Coolio Featuring 40 Thevz,"C U When U Get There (From ""Nothing To Lose"")",19,1997-07-05
10021,"Lil' Kim Feat. Da Brat, Left Eye, Missy Elliott & Angie Mar",Not Tonight,22,1997-07-05
10022,DFC,Listen (Five Minutes),23,1997-07-05
10044,The Whoridas,Talkin' Bout' Bank,20,1997-07-12
10054,Rampage Featuring Billy Lawrence,Take It To The Streets,5,1997-07-19
10063,Magoo And Timbaland,Up Jumps Da Boogie,14,1997-07-19
