,artist,track,position,date
9136,Puff Daddy (Featuring Mase),Can't Nobody Hold Me Down,3,1997-01-25
9167,DJ Kool,Things'll Never Change/Rapper's Ball,10,1997-02-01
9174,Do Or Die (Featuring Twista),The MC,17,1997-02-01
9177,Richie Rich,Whateva Man,20,1997-02-01
9192,LL Cool J,I Always Feel Like (Somebody's Watching Me),11,1997-02-08
9220,"2Pac, Notorious B.I.G., Radio, Dramacydal & Stretch",I'll Be,15,1997-02-15
9225,Quad City DJ's,The Theme (It's Party Time),20,1997-02-15
9248,Foxy Brown Featuring Jay-Z,Ghetto Love,19,1997-02-22
9252,D.J. Trans,T.O.N.Y. (Top Of New York),23,1997-02-22
9265,Richie Rich,Do G's Get To Go To Heaven?,12,1997-03-01
9277,Foxy Brown Featuring Jay-Z,Do The Damn Thing,24,1997-03-01
9279,Hev-D,Big Daddy,2,1997-03-08
9293,Capone -N- Noreaga,Hip-Hopera,16,1997-03-08
9296,DJ Taz Featuring Raheem The Dream,Gangstas Make The World Go Round,19,1997-03-08
9297,Westside Connection,That's Right,20,1997-03-08
9324,Nas,I Shot The Sheriff,23,1997-03-15
9346,Westside Connection,Step Into A World (Rapture's Delight),21,1997-03-22
9358,Tela Featuring Eightball & MJG,Sho Nuff,10,1997-03-29
9395,Killarmy,Wu-Renegades,23,1997-04-05
9404,OutKast,Jazzy Belle,7,1997-04-12
9426,B-Rock & The Bizz,My Baby Daddy,4,1997-04-19
9441,KRS-One,Gonna Let U Know,19,1997-04-19
9447,The Notorious B.I.G.,Hypnotize,1,1997-04-26
9460,"Trapp Featuring 2pac, Notorious B.I.G.",Stop The Gunfight,14,1997-04-26
9485,Jay-Z,Feelin' It,15,1997-05-03
9488,Mobb Deep,G.O.D. Pt. III,18,1997-05-03
9508,Suga Free,If U Stay Ready,14,1997-05-10
9525,"Master P Featuring Steady Mobb'n, Mia X, Mo B. Dick & O'Dell","If I Could Change (From ""I'm Bout It"")",7,1997-05-17
9539,Capone -N- Noreaga,Emotions,21,1997-05-17
9563,Capone -N- Noreaga,Keep It On The Real,21,1997-05-24
9585,Born Jamericans,Just Another Case,19,1997-05-31
9586,Twista,Yardcore,20,1997-05-31
9608,Hev-D,"Who You Wit (From ""Sprung"")",18,1997-06-07
9615,Puff Daddy & Faith Evans Featuring 112,I'll Be Missing You,1,1997-06-14
9617,Wyclef Jean Featuring Refugee Allstars,We Trying To Stay Alive,3,1997-06-14
9640,Bone Thugs-N-Harmony,Look Into My Eyes,2,1997-06-21
9641,Scarface Featuring 2Pac & Johnny P,Smile,3,1997-06-21
9643,Warren G Featuring Ronald Isley,Smokin' Me Out,5,1997-06-21
9656,Tha Alkaholiks Featuring Ol' Dirty Bastard,Hip Hop Drunkies,18,1997-06-21
9686,Jungle Brothers,Brain,23,1997-06-28
9707,Coolio Featuring 40 Thevz,"C U When U Get There (From ""Nothing To Lose"")",19,1997-07-05
9710,"Lil' Kim Feat. Da Brat, Left Eye, Missy Elliott & Angie Mar",Not Tonight,22,1997-07-05
9711,DFC,Listen (Five Minutes),23,1997-07-05
9733,The Whoridas,Talkin' Bout' Bank,20,1997-07-12
9743,Rampage Featuring Billy Lawrence,Take It To The Streets,5,1997-07-19
9752,Magoo And Timbaland,Up Jumps Da Boogie,14,1997-07-19
9785,Royal Flush,Iced Down Medallions,22,1997-07-26
9790,The Notorious B.I.G. Featuring Puff Daddy & Mase,Mo Money Mo Problems,2,1997-08-02
9826,O.C. Featuring Yvette Michele,Far From Yours,13,1997-08-09
9833,Nastyboy Klick Featuring Roger Troutman,Down For Yours,20,1997-08-09
9836,B-Rock & The Bizz,Be The Realist,23,1997-08-09
9846,Foxy Brown Featuring Dru Hill,"Big Bad Mamma (From ""Def Jam's How To Be A Player"")",9,1997-08-16
9891,Mack 10,Backyard Boogie,6,1997-08-30
9902,AZ Featuring SWV,Hey AZ,17,1997-08-30
9908,Foxy Brown Featuring Jay-Z,On & Poppin',23,1997-08-30
9913,Master P Featuring Pimp C And The Shocker,I Miss My Homies,4,1997-09-06
9919,Common Featuring Chantay Savage,Reminding Me (Of Sef),10,1997-09-06
9926,DJ Kool,I Got Dat Feelin',17,1997-09-06
9931,Freak Nasty,Crooked Green Papers,22,1997-09-06
9947,"Shaquille O'Neal, Ice Cube, B Real, Peter Gunz & KRS-One",Men Of Steel,14,1997-09-13
9956,Kinfusion,Bubblin',23,1997-09-13
9965,Lost Boyz,Me And My Crazy World,8,1997-09-20
9966,Refugee Camp All Stars Featuring Pras (With Ky-mani),Avenues,9,1997-09-20
9972,Hurricane G,Somebody Else,15,1997-09-20
9981,Foxy Brown Featuring Dru Hill,Let Me Holla At Cha,24,1997-09-20
9993,The Beatnuts Featuring Big Punisher & Cuban Link,Off The Books,12,1997-09-27
9998,EPMD,The Joint,17,1997-09-27
10006,RBL Posse,How We Comin',25,1997-09-27
10022,Jay-Z Featuring Babyface And Foxy Brown,Sunshine,16,1997-10-04
10028,RBL Posse,Bump'n In Your Trunk,22,1997-10-04
10046,Mr. Money Loc,Imma Rolla,16,1997-10-11
10051,Royal Flush,It's Yourz,21,1997-10-11
10063,Bone Thugs-N-Harmony,If I Could Teach The World,9,1997-10-18
10090,Twista,Get It Wet,12,1997-10-25
10094,Queen Pen Featuring Teddy Riley,Man Behind The Music,16,1997-10-25
10101,Royal Flush,The Breaks,23,1997-10-25
10103,Mase,Feel So Good,1,1997-11-01
10112,Big Punisher,I'm Not A Player,10,1997-11-01
10114,Capone -N- Noreaga,Closer,12,1997-11-01
10145,Craig Mack,What I Need,18,1997-11-08
10146,Naughty By Nature,Mourn You Til I Join You,19,1997-11-08
10151,Rodney O,What U Gotta Say,24,1997-11-08
10152,D'Meka,Coast To Coast,25,1997-11-08
10173,Nice & Smooth,Blazing Hot,21,1997-11-15
10174,Lil' O,Can't Stop,22,1997-11-15
10176,Fraze,Bounce Baby Bounce,24,1997-11-15
10189,E-A-Ski Featuring Montell Jordan,Showdown,12,1997-11-22
10221,Kinsu,Tha Hop,19,1997-11-29
10229,Puff Daddy & The Family (Feat. The Notorious B.I.G. & Mase),Been Around The World,2,1997-12-06
10232,Gang Starr,You Know My Steez,5,1997-12-06
10239,The Notorious B.I.G.,Going Back To Cali,12,1997-12-06
10247,Shaqueen,Just Because,20,1997-12-06
10252,Young M.C.,Madame Buttafly,25,1997-12-06
10256,WC From Westside Connection,Just Clownin',4,1997-12-13
10270,2Pac,I Wonder If Heaven Got A Ghetto,18,1997-12-13
10301,K.P. & Envyi,Swing My Way,24,1997-12-20
10307,Sting & The Police,Roxanne `97 - Puff Daddy Remix,5,1997-12-27
10311,Lord Tariq & Peter Gunz,Deja Vu [Uptown Baby],9,1997-12-27
10312,"LL Cool J Featuring Method Man, Redman, DMX, Canibus And Master P","4, 3, 2, 1",10,1997-12-27
10326,Rampage,We Getz Down,24,1997-12-27
10339,Militia,Burn,12,1998-01-03
10359,Busta Rhymes,Dangerous,7,1998-01-10
10397,Heat,Two Wrongs,20,1998-01-17
10428,LL Cool J,Father,1,1998-01-31
10432,Mase Featuring Total,What You Want,5,1998-01-31
10433,"Master P Feat. Fiend, Silkk The Shocker, Mia X & Mystikal",Make Em' Say Uhh!,6,1998-01-31
10445,The Psycho Realm,The Stone Garden,18,1998-01-31
10449,Onyx + Wu-Tang Clan,The Worst,22,1998-01-31
10454,Wyclef Jean,Gone Till November,2,1998-02-07
10461,The Lox,If You Think I'm Jiggy,9,1998-02-07
10476,Born Jamericans,Send My Love/Send One Your Love,24,1998-02-07
10493,Sylk-E. Fyne Featuring Chill,Romeo And Juliet,16,1998-02-14
10495,M.O.P.,Handle UR Bizness,18,1998-02-14
10497,Mic Geronimo Featuring DMX & Black Rob,Nothin' Move But The Money,20,1998-02-14
10521,Will Smith,Gettin' Jiggy Wit It,19,1998-02-21
10525,DMX Featuring Sheek Of The Lox,Get At Me Dog,23,1998-02-21
10546,Kingpin Skinny Pimp,Another Riot,19,1998-02-28
10558,JD Featuring Da Brat,The Party Continues,6,1998-03-07
10563,Queen Pen Featuring Eric Williams,All My Love,11,1998-03-07
10577,Nadanuf,6 A.M. (We Be Rollin'),25,1998-03-07
10591,Jay-Z  Featuring BLACKstreet,A Million And One Questions/The City Is Mine,14,1998-03-14
10608,2Pac Featuring Eric Williams,Do For Love,6,1998-03-21
10612,Puff Daddy & The Family Featuring The Notorious B.I.G. & Busta Rh,Victory,10,1998-03-21
10617,"Silkk The Shocker Featuring Master P, Destiny's Child, O'Dell, Mo",Just Be Straight With Me,15,1998-03-21
10626,Beenie Man,Who Am I,24,1998-03-21
10641,Luke Featuring No Good But So Good,Raise The Roof,14,1998-03-28
10643,Salt-N-Pepa,Gitty Up,16,1998-03-28
10651,Do Or Die Featuring Johnny P & Twista,Still Po' Pimpin',24,1998-03-28
10661,Will Smith,"Money, Power & Respect",9,1998-04-04
10679,Canibus,Second Round K.O.,3,1998-04-11
10691,Beenie Man,I Got The Hook Up!,15,1998-04-11
10724,Jay-Z  Featuring BLACKstreet,Out Of Sight (YO),24,1998-04-18
10756,Salt-N-Pepa,Clock Strikes,8,1998-05-02
10767,LL Cool J,Turn It Up [Remix]/Fire It Up,19,1998-05-02
10769,"Silkk The Shocker Featuring Master P, Destiny's Child, O'Dell, Mo",Throw Yo Hood Up,21,1998-05-02
10819,Militia,Come & Get It,23,1998-05-16
10841,"Silkk The Shocker Featuring Master P, Destiny's Child, O'Dell, Mo",Jam On It,21,1998-05-23
10844,Jay-Z  Featuring BLACKstreet,Choke,24,1998-05-23
10861,Mr. Money Loc Featuring Above The Law,2 Live Party,17,1998-05-30
10874,Beenie Man,Ninety Nine [Flash The Message],7,1998-06-06
10907,B.L.H.U.N.T.,Still Not A Player,17,1998-06-13
10912,Mr. Money Loc Featuring Above The Law,"Thisaway, Thataway (Hillside Anthem)",22,1998-06-13
10934,Players For Life,Ruthless For Life,21,1998-06-20
10935,B.L.H.U.N.T.,Sinful,22,1998-06-20
10937,Puff Daddy Featuring Jimmy Page,Come With Me,1,1998-06-27
10948,"Master P Feat. Fiend, Silkk The Shocker, Mia X & Mystikal",The Actual,12,1998-06-27
10952,Cosmic Slop Shop,Ghetto Supastar (That Is What You Are),16,1998-06-27
10974,Wyclef Jean,Black Ice (Sky High),15,1998-07-04
10980,Cosmic Slop Shop,Do You,21,1998-07-04
10992,Hi-Town DJs,Ding-A-Ling,10,1998-07-11
11009,69 Boyz,Woof Woof,4,1998-07-18
11020,Twista & The Speed Knot Mobstaz,Horse & Carriage,15,1998-07-18
11022,Lord Tariq & Peter Gunz,In Your World,17,1998-07-18
11033,Mase Featuring Puff Daddy,Lookin' At Me,5,1998-07-25
11044,Lord Tariq & Peter Gunz,What U See Is What U Get,16,1998-07-25
11048,Goodie Mob Featuring Outkast,No Woman,20,1998-07-25
11067,"DJ Smurf Featuring DJ Taz, DJ Kizzy Rock And June Dog",Girls,16,1998-08-01
11075,Cosmic Slop Shop,Like We Do,24,1998-08-01
11081,Wyclef Jean Featuring Queen Pen & The Product,Cheated (To All The Girls),6,1998-08-08
11090,Cam'Ron Featuring Mase,It's Alright,15,1998-08-08
11102,Queen Latifah Featuring Apache,Bananas [Who You Gonna Call?],4,1998-08-15
11105,"Master P Featuring Silkk The Shocker, Sons Of Funk And Mo B. Dick",Goodbye To My Homies,7,1998-08-15
11132,Heather B.,Definition,11,1998-08-22
11139,Tee Kee,Find A Way,18,1998-08-22
11159,Luke Featuring No Good But So Good,The Ole B#tch-U-Worryz,16,1998-08-29
11169,Snoop Dogg,Still A G Thang,4,1998-09-05
11192,"Tragedy, Capone, Infinite",'98 Thug Paradise,5,1998-09-12
11193,Noreaga,SuperThug (What What),6,1998-09-12
11201,B.L.H.U.N.T.,I Ain't Havin' That,14,1998-09-12
11226,Heather B.,Dr. Greenthumb,17,1998-09-19
11230,All City,Don Cartagena,21,1998-09-19
11231,Professor Griff,Spark Somebody Up,22,1998-09-19
11250,All City,Invasion Of The Flat Booty B*****s,19,1998-09-26
11262,Queen Latifah Featuring Apache,Deadly Zone,9,1998-10-03
11275,A Tribe Called Quest,Can I Get A...,22,1998-10-03
11292,Mr. Money Loc Featuring Above The Law,Pardon Me While I Come Back.,17,1998-10-10
11305,Xzibit,Better Days,8,1998-10-17
11315,Puff Daddy Featuring Jimmy Page,Lost In Love,18,1998-10-17
11322,Brand Nubian,Don't Let It Go To Your Head,3,1998-10-24
11332,69 Boyz,The Street Mix,13,1998-10-24
11335,Nastyboy Klick,Tops Drop,16,1998-10-24
11343,Ice Cube Featuring Mr. Short Khop,Pushin' Weight,1,1998-10-31
11347,Mia X Featuring Charlie Wilson,Whatcha Wanna Do?,5,1998-10-31
11372,Mack 10 Featuring Gerald Levert,Money's Just A Touch Away,7,1998-11-07
11380,Jay-Z,Hard Knock Life (Ghetto Anthem),15,1998-11-07
11387,Cypress Hill,Doo Wop (That Thing),22,1998-11-07
11389,General Grant,Just Don't Give A F***,24,1998-11-07
11405,A+,Enjoy Yourself,16,1998-11-14
11407,"DMX, Method Man, NAS, Ja Rule",The Grand Finale,18,1998-11-14
11413,5CENT Featuring Sh'killa,The Real One,24,1998-11-14
11419,Mo Thugs Family Featuring Bone Thugs-N-Harmony,Ghetto Cowboy,6,1998-11-21
11432,"Tragedy, Capone, Infinite",Pusher Man,19,1998-11-21
11434,"DMX, Method Man, NAS, Ja Rule",Crosstown Beef,21,1998-11-21
11446,Big Daddy Kane,"Uncut, Pure",9,1998-11-28
11455,DMX,Ruff Ryders' Anthem,18,1998-11-28
11457,Chuck Smooth,Who Let The Dogs Out?,20,1998-11-28
11470,Nonchalant Featuring Rampage,Take It There,8,1998-12-05
11475,5CENT Featuring Sh'killa,Never Enough,13,1998-12-05
11483,Method Man Featuring Streetlife,Judgement Day/Dangerous Grounds,21,1998-12-05
11484,DJ Honda Featuring Mos Def,Travellin' Man,22,1998-12-05
11486,Foxy Brown,Hot Spot,24,1998-12-05
11542,Brand Nubian,Watch For The Hook,6,1998-12-26
11558,"Master P Featuring Silkk The Shocker, Sons Of Funk And Mo B. Dick",Lizard-Lizard,22,1998-12-26
11589,Mia X Featuring Charlie Wilson,More Freaky Tales,5,1999-01-09
11659,Too $hort,Woof,3,1999-01-30
11665,The 2 Live Crew Featuring Ice-T,Da Goodness,9,1999-01-30
11674,Mase Featuring Puff Daddy,Whirlwind Thru Cities,18,1999-01-30
11689,No Good-N-Jiggie Featuring Luke,5 Boroughs,10,1999-02-06
11695,Nonchalant Featuring Rampage,Free Your Mind,16,1999-02-06
11696,Will Smith,Beat Of The Day (Throw Ya Hands Up),17,1999-02-06
11710,Too $hort,Break Ups 2 Make Ups,10,1999-02-13
11737,Brand Nubian,Remember Me Ballin,17,1999-02-20
11739,Snoop Dogg,"You Scared, You Scared/DJ Will U Please Play",19,1999-02-20
11746,Ice Cube Featuring Mr. Short Khop,Nann,6,1999-02-27
11751,No Good-N-Jiggie Featuring Luke,Here I Go,11,1999-02-27
11760,WC Featuring Jon B.,Free & Single,20,1999-02-27
11761,Silkk The Shocker Featuring Mystikal,It Ain't My Fault 2/Somebody Like Me,1,1999-03-06
11771,Lauryn Hill,Ha,11,1999-03-06
11780,Nastyboy Klick,PhD. (Playa Hata Degree),20,1999-03-06
11786,Bad Azz Featuring Snoop Dogg,Respiration,6,1999-03-13
11788,Eminem,We Be Puttin' It Down,8,1999-03-13
11789,Chuck Smooth,Stand Up,9,1999-03-13
11790,Infamous Syndicate,My Name Is,10,1999-03-13
11799,B Da Outta Sight Child,Money Cash Hoes/Jigga What?,19,1999-03-13
11803,Nas,Nas Is Like,3,1999-03-20
11821,Busta Rhymes Featuring Janet,What's It Gonna Be?!,1,1999-03-27
11837,C. Webb Featuring Kurupt,On Deadly Ground,17,1999-03-27
11847,Snoop Dogg Featuring Mystikal And Fiend,Holla Holla,7,1999-04-03
11853,Bad Azz Featuring Snoop Dogg,Gangsta! Gangsta! (How U Do It),13,1999-04-03
11878,B Da Outta Sight Child,Take Your Time,18,1999-04-10
11879,Chuck Smooth,You Got Me,19,1999-04-10
11880,Eminem,One-Nine-Nine-Nine,20,1999-04-10
11900,Ice Cube Featuring Mr. Short Khop,Quiet Storm,19,1999-04-17
11903,JT Money Featuring Sole,Who Dat,2,1999-04-24
11909,NAS Featuring Puff Daddy,Hate Me Now,8,1999-04-24
11915,C. Webb Featuring Kurupt,Players Holiday,14,1999-04-24
11928,Trick Daddy Featuring Trina,Nasty Trick,8,1999-05-01
11940,Chuck Smooth,"Bounce, Rock, Skate, Roll",20,1999-05-01
11981,Mo Thugs Family Featuring Bone Thugs-N-Harmony,She's A Bitch,20,1999-05-15
11990,Too $hort,Automatic,9,1999-05-22
12017,Charli Baltimore Featuring Ghostface Killah,Big Mama (Go Big Girl),14,1999-05-29
12028,The Beatnuts Featuring Yellaklaw,Watch Out Now,4,1999-06-05
12044,Charli Baltimore Featuring Ghostface Killah,Everyone Falls In Love,20,1999-06-05
12061,Cam'ron,All I Know,16,1999-06-12
12062,Mozae,Get'em,17,1999-06-12
12063,"Missy ""Misdemeanor"" Elliott",Let Me Know,18,1999-06-12
12064,Loko Featuring Sammy Sam,What We Be Bout,19,1999-06-12
12066,Nas,Come Get It,21,1999-06-12
12080,Sporty Thievz Featuring Mr. Woods,Make It Hot,14,1999-06-19
12083,Mozae,No Pigeons,17,1999-06-19
12100,Too $hort,"Breaker, Breaker",16,1999-06-26
12101,Buddha Monk,The Anthem,17,1999-06-26
12103,Loko Featuring Sammy Sam,What G's Do 4 Money,19,1999-06-26
12111,Busta Rhymes Featuring Janet,Tru Homies,8,1999-07-03
12121,Too $hort,Restless,18,1999-07-03
12140,Buddha Monk,Make It In Life,18,1999-07-10
12143,White Dawg,Life's A Scheme,21,1999-07-10
12145,Naughty By Nature Featuring Zhane,Jamboree,2,1999-07-17
12156,Busta Rhymes Featuring Janet,Wild Wild West,13,1999-07-17
12157,Jay-Z,Worldwind (This Is What It Sounds Like),14,1999-07-17
12173,Tru,It's Your Thing,9,1999-07-24
12202,Jay-Z,B-Boy Document 99,17,1999-07-31
12220,Silkk The Shocker Featuring Mystikal,U-Way (How We Do It),15,1999-08-07
12224,Black Dave,Freak With Me,19,1999-08-07
12247,Too $hort,Vivrant Thing,21,1999-08-14
12277,Cam'ron,Play Around,9,1999-08-28
12280,Tru,Thug Ones,12,1999-08-28
12281,Large Professor And Neek The Exotic,Texas 2000,13,1999-08-28
12283,T.W.D.Y.,Rhyme Mania `99,15,1999-08-28
12286,Black Moon,Drinks On Me,18,1999-08-28
12291,Jay-Z,Jigga My N****,2,1999-09-04
12303,Tru,Cold Feet,14,1999-09-04
12325,40K Crew,Tear It Off,16,1999-09-11
12331,Too $hort,Livin That Ghetto Life,22,1999-09-11
12333,Warren G Featuring Mack 10,I Want It All,2,1999-09-18
12335,Pharoahe Monch,Simon Says,4,1999-09-18
12342,Will Smith Featuring Dru Hill & Kool Mo Dee,Take A Lick,11,1999-09-18
12346,Cam'ron,Pimpin' Ain't No Illusion,15,1999-09-18
12350,Chilldrin Of Da Ghetto Featuring Soultre,Bounce To The Ounce,19,1999-09-18
12352,Q-Tip,Luv At First Sight,21,1999-09-18
12372,Tru,Frontline,19,1999-09-25
12385,U-God,Bizarre,10,1999-10-02
12388,Flexx G. Featuring Kurupt And Alkatraz,Whole Lot Of Gangstas Die,13,1999-10-02
12415,Will Smith Featuring Dru Hill & Kool Mo Dee,Ego Tripping,18,1999-10-09
12416,Sporty Thievz Featuring Mr. Woods,Gotta Man,19,1999-10-09
12428,Mercedes Featuring Master P,P.E. 2000,8,1999-10-16
12433,Shyheim,Satisfy You,13,1999-10-16
12434,LT. Stitchie Featuring Mad Lion,Manchild,14,1999-10-16
12462,Shyheim,Ms. Fat Booty,20,1999-10-23
12468,Sole Featuring JT Money & Kandi,"4, 5, 6",3,1999-10-30
12469,Master P Featuring D.I.G.,Step To This,4,1999-10-30
12487,Eve,Bling Bling,22,1999-10-30
12497,"B.G. Featuring Baby, Turk, Mannie Fresh, Juvenile & Lil' Wayne",Back That Thang Up,9,1999-11-06
12502,Flexx G. Featuring Kurupt And Alkatraz,Left/Right,14,1999-11-06
12517,Nas,NAStradamus,6,1999-11-13
12525,Chilldrin Of Da Ghetto Featuring Soultre,In The Game,14,1999-11-13
12533,O.G.C.,Lose Yo Mind,22,1999-11-13
12535,Mercedes Featuring Master P,Still D.R.E.,24,1999-11-13
12552,Lil' Rachett,Ballaz 4 Life,17,1999-11-20
12558,"B.G. Featuring Baby, Turk, Mannie Fresh, Juvenile & Lil' Wayne",Hot Boyz,23,1999-11-20
12580,O.G.C.,Da Rockwilder,22,1999-11-27
12584,Warren G Featuring Mack 10,You Can Do It,3,1999-12-04
12588,Drama,Down Bottom/Spit These Bars,7,1999-12-04
12597,Chilldrin Of Da Ghetto Featuring Soultre,I'm Just A Bill,16,1999-12-04
12622,Juvenile Featuring Mannie Fresh & Lil' Wayne,"Floss, Don, One",19,1999-12-11
12646,Lil' Rachett,Strokin' 2000,20,1999-12-18
12649,Mercedes Featuring Master P,Bumpin' Uglies,23,1999-12-18
12654,Drama,G'd Up,5,1999-12-25
12660,Hot Ones,What's My Name,11,1999-12-25
12669,Flexx G. Featuring Kurupt And Alkatraz,We In Here,20,1999-12-25
12681,Pharoahe Monch,Do It Again (Put Ya Hands Up),9,2000-01-01
12689,Grandmaster Slice,N 2 Gether Now,17,2000-01-01
12776,Jay-Z,Bounce,9,2000-02-05
12789,Miracle,Best Friend,4,2000-02-12
12803,Da Brat,Y.O.U.,18,2000-02-12
12811,Jay-Z Featuring Beanie Sigel & Amil,Got Your Money,8,2000-02-19
12814,Nas,That's What I'm Looking For/What'Chu Like,11,2000-02-19
12830,Pharoahe Monch,Whistle While You Twurk,10,2000-02-26
12831,Da Brat,Party Up (Up In Here),11,2000-02-26
12832,Jay-Z,Mr. Lover,12,2000-02-26
12833,Jay-Z Featuring Beanie Sigel & Amil,Whoa!,13,2000-02-26
12837,Will Smith,The Express,17,2000-02-26
12849,Da Brat,How We Roll,12,2000-03-04
12869,Pharoahe Monch,The 6th Sense,14,2000-03-11
12875,Miracle,(Hot S**t) Country Grammar,4,2000-03-18
12884,Funkmaster Flex & Big Kap Featuring LL Cool J,Anything/Big Pimpin',13,2000-03-18
12905,Da Brat,Imperial,16,2000-03-25
12906,Common,Fabulous,17,2000-03-25
12917,DMX,It's So Hard,11,2000-04-01
12930,Ol' Dirty Bastard Featuring Kelis,I Like Dem Girlz,6,2000-04-08
12943,504 Boyz,Wobble Wobble,1,2000-04-15
12995,Warren G Featuring Mack 10,Do It,17,2000-04-29
12996,Da Brat,Things I've Seen,18,2000-04-29
13023,Jay-Z,One Four Love Pt. 1,7,2000-05-13
13032,Jay-Z,Me Without A Rhyme,16,2000-05-13
13063,Rasheeda Featuring Pastor Troy & Re Re,Crooked I Anthem-Ridaz,10,2000-05-27
13068,Big Punisher Featuring Donell Jones,We Are Family 2000,15,2000-05-27
13079,Rasheeda Featuring Pastor Troy & Re Re,The Real Slim Shady,7,2000-06-03
13085,Black Rob,Recognize,13,2000-06-03
13087,Big Punisher Featuring Donell Jones,Break Fool,15,2000-06-03
13094,Too $hort,2 B*tches,2,2000-06-10
13101,Big Gank Featuring DJ Swamp,The Next Episode,9,2000-06-10
13104,Black Rob,Hot Gal Today (Haffi Get De Gal Yah),12,2000-06-10
13105,DMX,Quality Control,13,2000-06-10
13106,Trig Featuring Funkadelic,So Flossy,14,2000-06-10
13107,Jay-Z,I've Got To Have It,15,2000-06-10
13112,Big L,Flamboyant,2,2000-06-17
13121,Big Gank Featuring DJ Swamp,Get Buck,11,2000-06-17
13126,Jurassic 5,Flowers For The Dead,16,2000-06-17
13149,Out Of Order Featuring Twista,Shut Up,20,2000-06-24
13182,Eminem,Cherchez LaGhost,12,2000-07-08
13183,Legend,Y'all Can't Never Hurt Us,13,2000-07-08
13190,Da Brat,No Matter What They Say,20,2000-07-08
13191,Lil' Zane Featuring 112,Callin' Me,1,2000-07-15
13202,Shyne Featuring Barrington Levy,It Takes Two,12,2000-07-15
13203,LL Cool J,Got It All,13,2000-07-15
13205,Miracle,Bad Boyz,15,2000-07-15
13206,Out Of Order Featuring Twista,Imagine That,16,2000-07-15
13209,Trig Featuring Funkadelic,Work Som'n Twurk Som'n,19,2000-07-15
13217,Jovishes,WHOA! Lil' Mama...,6,2000-07-22
13224,Dr. Dre Featuring Snoop Dogg,Tongue Song,13,2000-07-22
13225,Shyne Featuring Barrington Levy,Oooh.,14,2000-07-22
13233,Major Figgas,Yeah That's Us,2,2000-07-29
13242,Lil' Kim,Ball Ball,11,2000-07-29
13263,Jovishes,Hey Papi,12,2000-08-05
13264,Nelly,The Light,13,2000-08-05
13273,Wyclef Jean Featuring The Rock & Melky Sedeck,Phone Time,22,2000-08-05
13284,Common,How Much You Want Me,11,2000-08-12
13292,Ying Yang Twins,Shake Ya Ass,19,2000-08-12
13296,Lil Bow Wow Featuring Xscape,Bounce With Me,1,2000-08-19
13304,Havana,Un-Huh,9,2000-08-19
13334,Eminem,Monet,19,2000-08-26
13341,Too $hort,You Nasty,6,2000-09-02
13350,Jahari,Connect,15,2000-09-02
13353,Nelly,Come Ride With Me,18,2000-09-02
13366,Kane & Abel Featuring PNC And 5th Ward Weebie,Ghetto Star,12,2000-09-09
13369,Cuban Link,Shake It Like A Dog,15,2000-09-09
13399,Silkk The Shocker Featuring Master P And Mac,He Did That,6,2000-09-23
13410,Common,And You Know That,17,2000-09-23
13414,Lil' Zane Featuring 112,Move Somethin',2,2000-09-30
13416,Lil Jon & The East Side Boyz,Flawless,4,2000-09-30
13428,"Green Eyez Featuring B-Brazy, Redrum, Squeak Ru, Big Wy",Ms. Fat Booty 2,16,2000-09-30
13447,Shyne Featuring Barrington Levy,Fire It Up,16,2000-10-07
13450,Cuban Link,Ballers (Up In Here),19,2000-10-07
13469,The Pharcyde,Between Me And You,19,2000-10-14
13474,Major Figgas,It's OK,4,2000-10-21
13483,The Pharcyde,Big Doe,13,2000-10-21
13485,Jahari,Trust,15,2000-10-21
13492,Shyne Featuring Barrington Levy,What's Your Fantasy,22,2000-10-21
13500,Kane & Abel Featuring PNC And 5th Ward Weebie,Cross The Border,8,2000-10-28
13523,Philly's Most Wanted,Protect Ya Neck (The Jump Off),9,2000-11-04
13536,Too $hort,Ya Style,22,2000-11-04
13538,Master P,Souljas,2,2000-11-11
13544,Philly's Most Wanted,I Just Wanna Love U (Give It 2 Me),8,2000-11-11
13562,Jay-Z,Baby If You're Ready,3,2000-11-18
13608,Jay-Z,R.N.S.,5,2000-12-02
13611,Lil Bow Wow Featuring Xscape,W.O.E. Is Me (World Of Entertainment),8,2000-12-02
13612,Suicide,That Smut,9,2000-12-02
13620,Lil Bow Wow,Keep It Thoro,17,2000-12-02
13622,Too $hort,911,19,2000-12-02
13623,Kane & Abel Featuring PNC And 5th Ward Weebie,Bow Wow (That's My Name),20,2000-12-02
13636,Jurassic 5,How Many Licks?,11,2000-12-09
13645,Lil' Zane Featuring 112,Even If,20,2000-12-09
13654,Smut Peddlers,No! No! No!,8,2000-12-16
13656,Memphis Bleek Featuring Jay-Z & Missy Elliott,$#!* On You,10,2000-12-16
13659,Jahari,Is That Your Chick,13,2000-12-16
13667,D12,Oh No,2,2000-12-23
13675,Slimm Calhoun Featuring Andre 3000,Peace Of Mind,10,2000-12-23
13683,"Shaggy Featuring Ricardo ""RikRok"" Ducent",All Good?,18,2000-12-23
13685,"Green Eyez Featuring B-Brazy, Redrum, Squeak Ru, Big Wy",Gravel Pit,20,2000-12-23
13688,D12,Danger (Been So Long),3,2000-12-30
13689,Silkk The Shocker Featuring Master P And Mac,Where I Wanna Be,4,2000-12-30
