,artist,track,position,date
25890,Wiz Khalifa Featuring Too $hort,On My Level,23,2011-07-02
25891,New Boyz Featuring The Cataracs & Dev,Booty Wurk (One Cheek At A Time),24,2011-07-02
25914,Yo Gotti,We Can Get It On,23,2011-07-09
25915,David Guetta Featuring Flo Rida & Nicki Minaj,Where Them Girls At,24,2011-07-09
25937,"DJ Drama Featuring Fabolous, Roscoe Dash & Wiz Khalifa",Oh My,21,2011-07-16
25960,Bad Meets Evil Featuring Bruno Mars,Lighters,20,2011-07-23
25963,Big K.R.I.T.,Country Sh*t,23,2011-07-23
25964,Tyga Featuring Chris Richardson,Far Away,24,2011-07-23
25965,New Boyz Featuring Chris Brown,Better With The Lights Off,25,2011-07-23
25986,Big Sean Featuring Kanye West & Roscoe Dash,Marvin & Chardonnay,21,2011-07-30
26003,Wiz Khalifa,Otis,13,2011-08-06
26012,Yo Gotti,That Way,22,2011-08-06
26038,Kreayshawn,Till I'm Gone,24,2011-08-13
26059,Young Jeezy Featuring Lil Wayne,Headlines,21,2011-08-20
26062,Pitbull Featuring Marc Anthony,Gucci Gucci,24,2011-08-20
26085,Kreayshawn,Ima Boss,23,2011-08-27
26098,Wale Featuring Jeremih & Rick Ross,She Will,12,2011-09-03
26108,Wiz Khalifa Featuring Too $hort,Body 2 Body,22,2011-09-03
26146,New Boyz Featuring Chris Brown,Ni**as in Paris,13,2011-09-17
26154,"DJ Drama Featuring Fabolous, Roscoe Dash & Wiz Khalifa",Work Out,21,2011-09-17
26178,Sean Paul Featuring Alexis Jordan,"Copy, Paste",22,2011-09-24
26201,"DJ Drama Featuring Fabolous, Roscoe Dash & Wiz Khalifa",Got 2 Luv U,22,2011-10-01
26202,Wiz Khalifa Featuring Too $hort,No Sleep,23,2011-10-01
26247,Kreayshawn,Sexy And I Know It,22,2011-10-15
26248,Birdman Featuring Nicki Minaj & Lil Wayne,Tony Montana,23,2011-10-15
26270,Future,Dance (A$$),22,2011-10-22
26315,Wale Featuring Miguel,You The Boss,21,2011-11-05
26316,T.I. Featuring Big K.R.I.T.,Make Me Proud,22,2011-11-05
26317,Tyga Featuring Chris Richardson,Lotus Flower Bomb,23,2011-11-05
26340,Red Cafe Featuring Ryan Leslie & Rick Ross,I'm Flexin',23,2011-11-12
26362,New Boyz Featuring Chris Brown,Good Feeling,22,2011-11-19
26363,T.I. Featuring Big K.R.I.T.,Fly Together,23,2011-11-19
26405,Bad Meets Evil Featuring Bruno Mars,Can't Get Enough,19,2011-12-03
26406,Red Cafe Featuring Ryan Leslie & Rick Ross,Round Of Applause,20,2011-12-03
26409,Drake Featuring Lil Wayne,Good Good Night,23,2011-12-03
26429,Drake Featuring Lil Wayne,Strange Clouds,20,2011-12-10
26431,Future,The Motto,22,2011-12-10
26451,Roscoe Dash,"Young, Wild & Free",20,2011-12-17
26473,Nicki Minaj Featuring Rihanna,I Do,20,2011-12-24
26474,Roscoe Dash,Rack City,21,2011-12-24
26498,Kirko Bangz,Do It Like You,22,2011-12-31
26518,Pitbull Featuring Chris Brown,Take Care,20,2012-01-07
26542,Nicki Minaj Featuring Rihanna,International Love,22,2012-01-14
26586,Lil Wayne Featuring Bruno Mars,Drank In My Cup,22,2012-01-28
26630,Future Featuring T.I.,UP!,22,2012-02-11
26673,Travis Porter Featuring Tyga,Another Round,21,2012-02-25
26716,Wale Featuring Lloyd,Ayy Ladies,21,2012-03-10
26738,Nicki Minaj,Sabotage,22,2012-03-17
26759,Waka Flocka Flame Featuring Drake,Leave You Alone,21,2012-03-24
26782,Young Jeezy Featuring 2 Chainz,Starships,22,2012-03-31
26802,Rick Ross Featuring Drake & French Montana,No Church In The Wild,20,2012-04-07
26803,Tyga Featuring Lil Wayne,Wild Ones,21,2012-04-07
26804,Young Jeezy Featuring 2 Chainz,Crew Love,22,2012-04-07
26844,Ca$h Out,Faded,18,2012-04-21
26846,Pitbull Featuring Chris Brown,Cashin' Out,20,2012-04-21
26868,B.o.B,Same Damn Time,20,2012-04-28
26870,Drake Featuring The Weeknd,So Good,22,2012-04-28
26890,B.o.B,Mercy,20,2012-05-05
26891,J. Cole Featuring Missy Elliott,Take It To The Head,21,2012-05-05
26931,J. Cole Featuring Missy Elliott,Beez In The Trap,17,2012-05-19
26932,Drake Featuring The Weeknd,Nobody's Perfect,18,2012-05-19
26935,Wale Featuring Lloyd,HYFR (Hell Yeah F*****g Right),21,2012-05-19
26937,Future Featuring T.I.,Stay Schemin,23,2012-05-19
26957,Rick Ross Featuring Drake & French Montana,"Work Hard, Play Hard",19,2012-05-26
26960,Waka Flocka Flame Featuring Trey Songz,Function,22,2012-05-26
26961,B.o.B,Back In Time,23,2012-05-26
26982,Rick Ross Featuring Drake & French Montana,I Dont Really Care,21,2012-06-02
27006,Kendrick Lamar Featuring Dr. Dre,Bag Of Money,22,2012-06-09
27007,Rick Ross Featuring Usher,The Recipe,23,2012-06-09
27030,Kendrick Lamar Featuring Dr. Dre,Touch'N You,23,2012-06-16
27051,"Wale Featuring Rick Ross, Meek Mill & T-Pain",No Lie,20,2012-06-23
27079,Rick Ross Featuring Usher,My Homies Still,24,2012-06-30
27102,Rick Ross Featuring Usher,Amen,23,2012-07-07
27126,Driicky Graham,Till I Die,23,2012-07-14
27127,Kendrick Lamar Featuring Dr. Dre,Snap Backs & Tattoos,24,2012-07-14
27175,Future,Make It Nasty,24,2012-07-28
27197,"French Montana Featuring Rick Ross, Drake, Lil Wayne",Whistle,22,2012-08-04
27198,Drake Featuring Lil Wayne,Pop That,23,2012-08-04
27222,Drake Featuring Lil Wayne,Turn On The Lights,23,2012-08-11
27243,Nicki Minaj Featuring 2 Chainz,I Don't Like,20,2012-08-18
27246,Drake Featuring Lil Wayne,I Wish You Would,23,2012-08-18
27271,Drake Featuring Lil Wayne,Born Stunna,24,2012-08-25
27293,"Waka Flocka Flame Featuring Nicki Minaj, Tyga & Flo Rida",Birthday Song,22,2012-09-01
27295,Tyga,New Day,24,2012-09-01
27319,"Waka Flocka Flame Featuring Nicki Minaj, Tyga & Flo Rida",Bandz A Make Her Dance,24,2012-09-08
27341,Lil Wayne Featuring Big Sean,Swimming Pools (Drank),22,2012-09-15
27365,Nicki Minaj Featuring 2 Chainz,My Moment,22,2012-09-22
27367,Rick Ross Featuring Wale & Drake,Go Get It,24,2012-09-22
27382,Chief Keef Featuring Lil Reese,Clique,15,2012-09-29
27388,Rick Ross Featuring Usher,Diced Pineapples,21,2012-09-29
27412,T.I.,No Worries,22,2012-10-06
27433,"Game Featuring Chris Brown, Tyga, Wiz Khalifa & Lil Wayne",Gangnam Style,20,2012-10-13
27434,Clyde Carson Featuring The Team,Celebration,21,2012-10-13
27447,Kendrick Lamar,I Cry,10,2012-10-20
27450,Lil Wayne Featuring Detail,Just What I Am,13,2012-10-20
27457,Macklemore & Ryan Lewis Featuring Wanz,Remember You,20,2012-10-20
27458,Meek Mill Featuring Kirko Bangz,Thrift Shop,21,2012-10-20
27459,Pitbull Featuring TJR,Young & Gettin' It,22,2012-10-20
27460,Tyga Featuring 2 Chainz,Don't Stop The Party,23,2012-10-20
27480,"Game Featuring Chris Brown, Tyga, Wiz Khalifa & Lil Wayne",Representin',20,2012-10-27
27482,Meek Mill Featuring Kirko Bangz,Do My Dance,22,2012-10-27
27494,Future,Ball,10,2012-11-03
27506,Wiz Khalifa Featuring The Weeknd,I'm Different,22,2012-11-03
27522,Macklemore & Ryan Lewis Featuring Wanz,Poetic Justice,14,2012-11-10
27526,Meek Mill Featuring Kirko Bangz,m.A.A.d City,18,2012-11-10
27530,Kendrick Lamar,Backseat Freestyle,22,2012-11-10
27531,"Game Featuring Chris Brown, Tyga, Wiz Khalifa & Lil Wayne","Bitch, Don't Kill My Vibe",23,2012-11-10
27546,Rick Ross Featuring Wale & Drake,F**kin Problems,14,2012-11-17
27555,Ludacris Featuring Kelly Rowland,Guap,23,2012-11-17
27579,Ludacris Featuring Kelly Rowland,Freedom,23,2012-11-24
27673,Meek Mill Featuring Kirko Bangz,Let It Go,21,2012-12-22
27676,Ludacris Featuring Kelly Rowland,Neva End,24,2012-12-22
27695,Future,Love Sosa,19,2012-12-29
27720,"Game Featuring Chris Brown, Tyga, Wiz Khalifa & Lil Wayne",All Gold Everything,21,2013-01-05
27769,Kendrick Lamar,Battle Scars,24,2013-01-19
27792,Lupe Fiasco & Guy Sebastian,We Still In This B****,23,2013-01-26
27805,Kendrick Lamar Featuring Drake,Love Me,12,2013-02-02
27813,Lupe Fiasco & Guy Sebastian,Wild For The Night,20,2013-02-02
27814,"Game Featuring Chris Brown, Tyga, Wiz Khalifa & Lil Wayne",Long Live A$AP,21,2013-02-02
27830,Wiz Khalifa Featuring The Weeknd,Dope,15,2013-02-09
27836,"Game Featuring Chris Brown, Tyga, Wiz Khalifa & Lil Wayne",Bad Ass,21,2013-02-09
27855,Chief Keef,Feel This Moment,17,2013-02-16
27861,Macklemore & Ryan Lewis Featuring Mary Lambert,Can't Hold Us,23,2013-02-16
27862,"Game Featuring Chris Brown, Tyga, Wiz Khalifa & Lil Wayne",Same Love,24,2013-02-16
27878,T.I. Featuring Lil Wayne,Started From The Bottom,16,2013-02-23
27880,Wiz Khalifa Featuring The Weeknd,R.I.P.,18,2013-02-23
27905,Chief Keef,Bugatti,19,2013-03-02
27909,Big Sean,Power Trip,23,2013-03-02
27927,"Kanye West, Jay-Z, Big Sean",Bad,17,2013-03-09
27981,French Montana Featuring Nicki Minaj,Karate Chop (Remix),23,2013-03-23
28003,Tyga Featuring Rick Ross,So Many Girls,21,2013-03-30
28022,Future,Molly,16,2013-04-06
28026,Juicy J Featuring Big Sean And Young Jeezy,Rich As F**k,20,2013-04-06
28028,Kendrick Lamar,Wop,22,2013-04-06
28074,Future,High School,20,2013-04-20
28083,PSY,Gentleman,5,2013-04-27
28102,Rocko Featuring Future & Rick Ross,Ready,24,2013-04-27
28122,Rocko Featuring Future & Rick Ross,U.O.E.N.O.,20,2013-05-04
28140,"DJ Khaled Featuring Drake, Rick Ross & Lil Wayne",No New Friends,13,2013-05-11
28148,"Hustle Gang Featuring T.I., B.o.B, Kendrick Lamar & Kris Stephens",Memories Back Then,21,2013-05-11
28200,"Rich Gang Featuring Lil Wayne, Birdman, Future, Mack Maine, Nicki Minaj",Tapout,23,2013-05-25
28227,Drop City Yacht Club Featuring Jeremih,Crickets,25,2013-06-01
28242,2 Chainz & Wiz Khalifa,We Own It (Fast & Furious),15,2013-06-08
28244,B.o.B Featuring 2 Chainz,HeadBand,17,2013-06-08
28250,T.I. Featuring Lil Wayne,Wit Me,23,2013-06-08
28252,A$AP Ferg,Work,25,2013-06-08
28301,French Montana,Ain't Worried About Nothin,24,2013-06-22
28313,"DJ Khaled Featuring Drake, Rick Ross & Lil Wayne",No New Friends (SFTB Remix),11,2013-06-29
28323,"Major Lazer Featuring Bruno Mars, Tyga & Mystic",Bubble Butt,21,2013-06-29
28340,Kanye West,New Slaves,13,2013-07-06
28342,Kanye West,Black Skinhead,15,2013-07-06
28346,J. Cole Featuring TLC,Crooked Smile,19,2013-07-06
28349,Kanye West,Blood On The Leaves,22,2013-07-06
28352,Wale Featuring Sam Dew,LoveHate Thing,25,2013-07-06
28376,Big Sean Featuring Lil Wayne & Jhene Aiko,Beware,24,2013-07-13
28377,Juicy J Featuring Wale And Trey Songz,Bounce It,25,2013-07-13
28393,2 Chainz Featuring Pharrell,Feds Watching,16,2013-07-20
28404,Jay Z Featuring Justin Timberlake,Holy Grail,2,2013-07-27
28410,Jay Z,Tom Ford,8,2013-07-27
28420,Jay Z Featuring Rick Ross,F*ckwithmeyouknowigotit,18,2013-07-27
28423,Jay Z Featuring Beyonce,Part II (On The Run),21,2013-07-27
28424,Jay Z Featuring Frank Ocean,Oceans,22,2013-07-27
28426,The FiNATTiCZ,Don't Drop That Thun Thun!,24,2013-07-27
28427,Jay Z,Picasso Baby,25,2013-07-27
28445,Sage The Gemini,Red Nose,18,2013-08-03
28463,Sage The Gemini Featuring IamSu,Gas Pedal,11,2013-08-10
28500,Rich Homie Quan,Type Of Way,23,2013-08-17
28552,Yo Gotti Featuring Jeezy & YG,Act Right,25,2013-08-31
28575,Ludacris,Helluva Night,23,2013-09-07
28578,Eminem,Berzerk,1,2013-09-14
28602,Migos,Versace,25,2013-09-14
28640,B.o.B Featuring 2 Chainz,23,14,2013-09-28
28644,The FiNATTiCZ,Honest,18,2013-09-28
28647,Juicy J Featuring Wale And Trey Songz,Wu-Tang Forever,21,2013-09-28
28649,French Montana,I Do It,23,2013-09-28
28668,Kid Ink Featuring Chris Brown,Show Me,18,2013-10-05
28670,Macklemore & Ryan Lewis Featuring ScHoolboy Q & Hollis,White Walls,20,2013-10-05
28673,Young Dro,FDB,23,2013-10-05
28679,Drake Featuring 2 Chainz & Big Sean,All Me,4,2013-10-12
28684,Drake,The Language,9,2013-10-12
28687,Drake,Furthest Thing,12,2013-10-12
28691,Drake,Too Much,16,2013-10-12
28692,Drake Featuring Jay Z,Pound Cake / Paris Morton Music 2,17,2013-10-12
28693,Drake,From Time,18,2013-10-12
28698,Drake,Tuscan Leather,23,2013-10-12
28699,Drake,Come Thru,24,2013-10-12
28704,Kanye West Featuring Cam'ron & Consequence,Gone,4,2013-10-19
28716,YG X Jeezy X Rich Homie Quan,My Hitta,16,2013-10-19
28729,Eminem,Survival,4,2013-10-26
28736,Pitbull Featuring Ke$ha,Timber,11,2013-10-26
28751,Eminem,Rap God,1,2013-11-02
28771,Travie McCoy Featuring Jason Mraz,Rough Water,21,2013-11-02
28773,Lupe Fiasco Featuring Ed Sheeran,Old School Love,23,2013-11-02
28796,Drake Featuring Jhene Aiko,Collard Greens,21,2013-11-09
28797,Young Dro,I Wanna Be With You,22,2013-11-09
28798,Eminem Featuring Rihanna,The Monster,1,2013-11-16
28843,Eminem Featuring Sia,Beautiful Pain,22,2013-11-23
28844,Drake Featuring Jay Z,Love Game,23,2013-11-23
28887,Kanye West,Bound 2,17,2013-12-07
28942,Childish Gambino,I. Crawl,22,2013-12-21
28966,Childish Gambino,V. 3005,22,2013-12-28
28967,Childish Gambino,Real And True,23,2013-12-28
28968,J. Cole Featuring Amber Coffman & The Cults,II. Worldstar,24,2013-12-28
28987,Drake,Worst Behavior,19,2014-01-04
28989,DJ Snake & Lil Jon,Turn Down For What,21,2014-01-04
28991,J. Cole Featuring Amber Coffman & The Cults,She Knows,23,2014-01-04
28992,Flo Rida,How I Feel,24,2014-01-04
29062,Future,Shabba,22,2014-01-25
29063,Childish Gambino,Shhh...,23,2014-01-25
29098,ScHoolboy Q,Man Of The Year,10,2014-02-08
29104,ScHoolboy Q,Break The Bank,16,2014-02-08
29111,Que,OG Bobby Johnson,23,2014-02-08
29130,Rick Ross Featuring JAY Z,The Devil Is A Lie,18,2014-02-15
29151,Young Thug,Stoner,16,2014-02-22
29168,Drake,Achy Breaky 2,11,2014-03-01
29170,ScHoolboy Q,We Dem Boyz,13,2014-03-01
29177,Eminem,Party Girls,20,2014-03-01
29198,Eminem Featuring Nate Ruess,Headlights,19,2014-03-08
29199,We Are Toonz,Drop That #NaeNae,20,2014-03-08
29200,Eminem,Money Baby,21,2014-03-08
29201,Childish Gambino,The Illest,22,2014-03-08
29214,Pitbull Featuring G.R.L.,Wild Wild Love,12,2014-03-15
29216,Young Money Featuring Drake,Trophies,14,2014-03-15
29219,Kendrick Lamar Featuring MC Eiht,Lookin Ass,17,2014-03-15
29222,We Are Toonz,Who Do You Love?,20,2014-03-15
29235,Rick Ross Featuring Kanye West & Big Sean,Sanctified,11,2014-03-22
29244,QUE,Move That Doh,20,2014-03-22
29262,Rick Ross Featuring JAY Z,Adrenalina,17,2014-03-29
29263,Rick Ross Featuring Kanye West & Big Sean,Feelin' Myself,18,2014-03-29
29265,Kendrick Lamar Featuring MC Eiht,John Doe,20,2014-03-29
29283,QUE,Show Da World,18,2014-04-05
29316,Kid Ink Featuring Chris Brown,Cut Her Off,16,2014-04-19
29335,Wisin Featuring Jennifer Lopez & Ricky Martin,I Won,18,2014-04-26
29336,Childish Gambino,Yayo,19,2014-04-26
29355,Childish Gambino,Main Chick,19,2014-05-03
29412,Childish Gambino,They Don't Love U No More,17,2014-05-24
29440,Nicki Minaj,Pills N Potions,5,2014-06-07
29455,Meek Mill,Studio,20,2014-06-07
29459,Lil Wayne Featuring Drake,Believe Me,3,2014-06-14
29474,Young Thug,Shower,18,2014-06-14
29495,Ca$h Out,She Twerkin,18,2014-06-21
29501,PSY Featuring Snoop Dogg,Hangover,3,2014-06-28
29526,T.I. Featuring Iggy Azalea,No Mediocre,8,2014-07-05
29537,Migos,Fight Night,19,2014-07-05
29540,We Are Toonz,Walk Thru,22,2014-07-05
29575,Busta Rhymes Featuring Eminem,Calm Down,16,2014-07-19
29576,Iggy Azalea Featuring Rita Ora,Black Widow,17,2014-07-19
29598,Future Featuring Kanye West,Lifestyle,18,2014-07-26
29599,Rae Sremmurd,About The Money,19,2014-07-26
29618,Drake,0 To 100 / The Catch Up,19,2014-08-02
29638,Rae Sremmurd,No Flex Zone!!,19,2014-08-09
29653,Rae Sremmurd,Hot Boy,15,2014-08-16
29658,Nicki Minaj,Anaconda,4,2014-08-23
29670,Migos,Wild Life,16,2014-08-23
29672,Rae Sremmurd,Fireball,18,2014-08-23
29673,T.I. Featuring Young Thug,No Flex Zone,19,2014-08-23
29691,"Juicy J, Wiz Khalifa & Ty Dolla $ign Featuring Kill The Noise & Madsonik",Shell Shocked,17,2014-08-30
29694,Tyga Featuring Young Thug,Hookah,20,2014-08-30
29716,"Steve Aoki, Chris Lake & Tujamo Featuring Kid Ink",Delirious (Boneless),21,2014-09-06
29721,Eminem Featuring Sia,Guts Over Fear,4,2014-09-13
29739,TeeFLii Featuring 2 Chainz,24 Hours,22,2014-09-13
29740,"Juicy J, Wiz Khalifa & Ty Dolla $ign Featuring Kill The Noise & Madsonik",Seen It All,23,2014-09-13
29764,"Juicy J, Wiz Khalifa & Ty Dolla $ign Featuring Kill The Noise & Madsonik",Bend Ova,24,2014-09-20
29786,Eminem Featuring Sia,Body Language,22,2014-09-27
29807,Wiz Khalifa Featuring Snoop Dogg & Ty Dolla $ign,You And Your Friends,20,2014-10-04
29810,Migos,Handsome And Wealthy,23,2014-10-04
29819,Kendrick Lamar,i,8,2014-10-11
29826,Big Sean Featuring E-40,I Don't F**k With You,15,2014-10-11
29827,Rae Sremmurd,No Type,16,2014-10-11
29857,Wiz Khalifa Featuring Snoop Dogg & Ty Dolla $ign,U Guessed It,21,2014-10-18
29859,Lil Jon Featuring Tyga,L.A.LOVE (la la),23,2014-10-18
29864,Iggy Azalea Featuring Charli XCX,EW!,5,2014-10-25
29905,Bobby Shmurda,Bobby Bitch,23,2014-11-01
29924,Migos,Try Me,17,2014-11-08
29927,Kid Ink Featuring Usher & Tinashe,G.D.F.R.,20,2014-11-08
29929,Tyga Featuring Young Thug,Beg For It,22,2014-11-08
29931,OG Maco Featuring 2 Chainz,Made Me,24,2014-11-08
29942,Rae Sremmurd,Only,11,2014-11-15
29954,Bobby Shmurda,Errrbody,23,2014-11-15
30002,Flo Rida Featuring Sage The Gemini & Lookas,Detroit Vs. Everybody,23,2014-11-29
30019,Nicki Minaj Featruing Skylar Grey,Bed Of Lies,16,2014-12-06
30020,O.T. Genasis,CoCo,17,2014-12-06
30049,Pitbull & Ne-Yo,Time Of Our Lives,21,2014-12-13
30077,Wale Featuring Jeremih,The Body,24,2014-12-20
30092,J. Cole,Wet Dreamz,14,2014-12-27
30096,J. Cole,No Role Modelz,18,2014-12-27
30097,J. Cole,Apparently,19,2014-12-27
30102,J. Cole,Fire Squad,24,2014-12-27
30103,J. Cole,A Tale Of 2 Citiez,25,2014-12-27
30111,Nicki Minaj Featuring Beyonce,Feeling Myself,8,2015-01-03
30121,Nicki Minaj Featuring Ariana Grande,Get On Your Knees,18,2015-01-03
30149,French Montana Featuring Jeremih,Bad B*tch,21,2015-01-10
30153,Hoodie Allen Featuring Ed Sheeran,All About It,25,2015-01-10
30172,Rae Sremmurd Featuring Nicki Minaj & Young Thug,Throw Sum Mo,19,2015-01-17
30173,G-Eazy Featuring Remo,I Mean It,20,2015-01-17
30176,B.o.B Featuring Trey Songz,Not For Long,23,2015-01-17
30202,Machine Gun Kelly,Til I Die,24,2015-01-24
30225,Fetty Wap,Trap Queen,22,2015-01-31
30226,Kevin Gates Featuring August Alsina,I Don't Get Tired (#IDGT),23,2015-01-31
30240,Nicki Minaj Featuring Drake & Lil Wayne,Truffle Butter,12,2015-02-07
30274,K Camp,Lil Bit,21,2015-02-14
30276,J Balvin,Ay Vamos,23,2015-02-14
30288,Big Sean Featuring Drake,Blessings,10,2015-02-21
30302,Kid Ink Featuring DeJ Loaf,Be Real,24,2015-02-21
30312,Drake,Energy,9,2015-02-28
30318,Drake,Legend,15,2015-02-28
30319,Drake,10 Bands,16,2015-02-28
30322,Drake Featuring Lil Wayne,Used To,19,2015-02-28
30323,Drake,Bitches N Marijuana,20,2015-02-28
30324,Iggy Azalea Featuring M0,No Tellin',21,2015-02-28
30327,Pitbull Featuring John Ryan,Jungle,24,2015-02-28
30342,Drake,Know Yourself,15,2015-03-07
30345,Drake,6 God,18,2015-03-07
30349,Drake,Now & Forever,22,2015-03-07
30350,Drake,6 Man,23,2015-03-07
30370,Big Sean Featuring Kanye West,All Your Fault,18,2015-03-14
30373,Big Sean Featuring Kanye West & John Legend,One Man Can Change The World,21,2015-03-14
30374,Big Sean,Watch Me,22,2015-03-14
30380,"Kanye West Featuring Theophilus London, Allan Kingdom & Paul McCartney",All Day,4,2015-03-21
30397,Kendrick Lamar,The Blacker The Berry,21,2015-03-21
30420,LunchMoney Lewis,Bills,19,2015-03-28
30421,Wiz Khalifa Featuring Charlie Puth,See You Again,20,2015-03-28
30423,Kalin And Myles,Trampoline,22,2015-03-28
30426,Ludacris Featuring Miguel,Good Lovin,25,2015-03-28
30439,Kendrick Lamar,King Kunta,13,2015-04-04
30449,Kendrick Lamar Featuring George Clinton & Thundercat,Wesley's Theory,23,2015-04-04
30451,Kendrick Lamar Featuring Bilal. Anna Wise & Thundercat,These Walls,25,2015-04-04
30464,Iggy Azalea Featuring Jennifer Hudson,Trouble,13,2015-04-11
30472,Action Bronson Featuring Chance The Rapper,Baby Blue,21,2015-04-11
30473,Future,Commas,22,2015-04-11
30496,Wale Featuring Usher,The Matrimony,20,2015-04-18
30522,Wiz Khalifa & Iggy Azalea,Go Hard Or Go Home,21,2015-04-25
30534,T-Wayne,Nasty Freestyle,8,2015-05-02
30550,Kevin Gates Featuring August Alsina,Flicka Da Wrist,24,2015-05-02
30568,Bandit Gang Marco Featuring Dro,Nasty,18,2015-05-09
30572,Rich Homie Quan,Flex (Ooh Ooh Ooh),22,2015-05-09
30621,Nicki Minaj,The Night Is Still Young,21,2015-05-23
30642,"DJ Khaled Featuring Chris Brown, Lil Wayne & Big Sean",How Many Times,17,2015-05-30
30644,Pitbull Featuring Chris Brown,Fun,19,2015-05-30
30650,Tech N9Ne Featuring 2 Chainz & B.o.B,Hood Go Crazy,25,2015-05-30
30696,A$AP Rocky Featuring ScHoolboy Q,Electric Body,21,2015-06-13
30709,Eminem,Phenomenal,9,2015-06-20
30723,A$AP Rocky Featuring Rod Stewart x Miguel x Mark Ronson,Everyday,23,2015-06-20
30743,Travi$ Scott Featuring Future & 2 Chainz,3500,18,2015-06-27
30748,Rae Sremmurd,This Could Be Us,23,2015-06-27
30750,Young Thug,Check,25,2015-06-27
30772,Flo Rida Featuring Robin Thicke & Verdine White,"I Don't Like It, I Love It",22,2015-07-04
30791,Meek Mill Featuring Chris Brown & Nicki Minaj,All Eyes On You,16,2015-07-11
30799,Fetty Wap,My Way,24,2015-07-11
30807,Fetty Wap Featuring Remy Boyz,679,7,2015-07-18
30812,Meek Mill Featuring Drake,R.I.C.O.,12,2015-07-18
30821,Big Sean Featuring Chris Brown & Ty Dolla $ign,Play No Games,21,2015-07-18
30824,Meek Mill Featuring Nicki Minaj,Bad For You,24,2015-07-18
30847,Meek Mill,Lord Knows,22,2015-07-25
30848,Meek Mill Featuring Future,Jump Out The Face,23,2015-07-25
30850,Meek Mill Featuring The Weeknd,Pullin Up,25,2015-07-25
30869,Eminem Featuring Gwen Stefani,Kings Never Die,19,2015-08-01
30891,Future Featuring Drake,Where Ya At,16,2015-08-08
30897,Future,Blow A Bag,22,2015-08-08
30899,Future,Trap N****s,24,2015-08-08
30924,K Camp,Comfortable,24,2015-08-15
30931,Drake,Back To Back,6,2015-08-22
30941,Drake,Hotline Bling,16,2015-08-22
30943,Drake,Charged Up,18,2015-08-22
30947,The Game Featuring Drake,100,22,2015-08-22
30958,Fetty Wap,Again,8,2015-08-29
30975,Mac Miller,100 Grandkids,25,2015-08-29
30984,N.W.A,Straight Outta Compton,9,2015-09-05
30986,@iHeartMemphis,Hit The Quan,11,2015-09-05
30989,Eazy-E,Boyz-N-The Hood,14,2015-09-05
30995,N.W.A,F**k Tha Police,20,2015-09-05
31030,"Macklemore & Ryan Lewis Featuring Eric Nally, Melle Mel, Kool Moe Dee & Grandmaster Caz",Downtown,5,2015-09-19
31068,Travi$ Scott,Antidote,18,2015-09-26
31070,Wiz Khalifa Featuring Rae Sremmurd,Burn Slow,20,2015-09-26
31071,Post Malone,White Iverson,21,2015-09-26
31092,Drake,Right Hand,17,2015-10-03
31098,Ty Dolla $ign Featuring Future & Rae Sremmurd,Blase,23,2015-10-03
31099,Lil Wayne & Charlie Puth,Nothing But Trouble (Instagram Models),24,2015-10-03
31114,Drake & Future,Jumpman,14,2015-10-10
31117,Fetty Wap,RGF Island,17,2015-10-10
31120,Drake & Future,Diamonds Dancing,20,2015-10-10
31121,Lil Dicky Featuring Fetty Wap & Rich Homie Quan,$ave Dat Money,21,2015-10-10
31123,Drake & Future,Big Rings,23,2015-10-10
31124,Drake & Future,Digital Dash,24,2015-10-10
31125,Drake & Future,Live From The Gutter,25,2015-10-10
31147,Drake & Future,Scholarships,22,2015-10-17
31149,Drake & Future,I'm The Plug,24,2015-10-17
31150,Drake & Future,Plastic Bag,25,2015-10-17
31172,Rae Sremmurd,Come Get Her,22,2015-10-24
31197,DeJ Loaf Featuring Big Sean,Back Up,22,2015-10-31
31273,G-Eazy x Bebe Rexha,"Me, Myself & I",23,2015-11-21
31290,DLOW,Bet You Can't Do It Like Me,15,2015-11-28
31299,Missy Elliott Featuring Pharrell Williams,WTF (Where They From),24,2015-11-28
31325,Future,Stick Talk,25,2015-12-05
31349,Future,Rich $ex,24,2015-12-12
31350,Yo Gotti,Down In The DM,25,2015-12-12
31375,Rick Ross Featuring Chris Brown,Sorry,25,2015-12-19
31424,Kevin Gates,Really Really,24,2016-01-02
31450,2 Chainz,Watch Out,25,2016-01-09
31474,Fetty Wap Featuring Monty,Jugg,24,2016-01-16
31496,Kevin Gates,2 Phones,21,2016-01-23
31499,"Colonel Loud Featuring T.I., Young Dolph & Ricco Barrino",California,24,2016-01-23
31521,Lil Durk & DeJ Loaf,My Beyonce,21,2016-01-30
31523,iLoveMemphis,Lean & Dabb,23,2016-01-30
31547,Curren$Y Featuring August Alsina & Lil Wayne,Bottom Of The Bottle,22,2016-02-06
31550,Kid Ink Featuring Fetty Wap,Promise,25,2016-02-06
31559,Wiz Khalifa Featuring Travi$ Scott,Bake Sale,9,2016-02-13
31574,K Camp Featuring Fetty Wap,1Hunnid,24,2016-02-13
31576,Drake,Summer Sixteen,1,2016-02-20
31592,"Kevin Gates Featuring Trey Songz, Ty Dolla $ign &  Jamie Foxx",Jam,17,2016-02-20
31599,Luke Nasty,Might Be,24,2016-02-20
31609,Future Featuring The Weeknd,Low Life,9,2016-02-27
31613,Future,Fly S**t Only,13,2016-02-27
