,Unnamed: 0,Unnamed: 0.1,artist,track,position,date,lyrics,genius_artist
961,1828,20519,David Banner,Play,20,2005-07-23,NaN,Davo
962,1829,20521,"Damian ""Jr. Gong"" Marley",Welcome To Jamrock,22,2005-07-23,NaN,Juelz Santana
966,1834,20649,Ying Yang Twins Featuring Pitbull,Shake,25,2005-08-27,NaN,William Shakespeare
972,1845,20799,YoungBloodZ,Presidential,25,2005-10-08,NaN,Barack Obama
974,1848,20874,Pharrell Featuring Gwen Stefani,Can I Have It Like That,25,2005-10-29,NaN,Big Kuntry King
984,1863,21148,Ludacris & Field Mob Featuring Jamie Foxx,Georgia,24,2006-01-14,NaN,Florida Georgia Line
992,1878,21367,Paul Wall,Girl,18,2006-03-18,NaN,The Weeknd
1007,1907,21873,Diddy Featuring Nicole Scherzinger,Come To Me,24,2006-08-05,NaN,Mary J. Blige
1017,1923,22198,Lil' Boosie Featuring Yung Joc,Zoom,24,2006-11-04,NaN,Fat Larry's Band
1020,1929,22294,Diddy Featuring Christina Aguilera,Tell Me,20,2006-12-02,NaN,Groove Theory
1025,1936,22374,Diddy Featuring Keyshia Cole,Last Night,25,2006-12-23,NaN,Kay One
1034,1949,22599,Jay-Z Featuring Beyonce,Hollywood,25,2007-02-24,NaN,Hollywood Undead
1046,1971,22922,Mims,Like This,23,2007-05-26,NaN,P Money
1047,1974,22946,The Alliance Featuring Fabo,Tattoo,22,2007-06-02,NaN,Kevin Gates
1050,1978,23047,Kia Shine,Krispy,25,2007-06-30,NaN,Froggy Fresh
1060,1993,23310,will.i.am,I Got It From My Mama,24,2007-09-15,NaN,TONY TMRRW
1065,1999,23383,Flo Rida Featuring T-Pain,Low,25,2007-10-06,NaN,Logic
1071,2007,23582,50 Cent Featuring Akon,Still Will,25,2007-12-01,NaN,Public Enemy
1077,2015,23682,Trap Starz Clik,Get It Big,25,2007-12-29,NaN,Sterling Simms
1079,2020,23828,Jay-Z Featuring Pharrell,I Know,21,2008-02-09,NaN,Death Grips
1081,2024,23856,Rick Ross Featuring T-Pain,The Boss,24,2008-02-16,NaN,Nicki Minaj
1085,2029,23979,The D.E.Y.,Give You The World,22,2008-03-22,NaN,SPOOKY BLACK
1094,2045,24182,Baby Bash Featuring Keith Sweat,Don't Stop,25,2008-05-17,NaN,Pitbull
1114,2068,24582,Savage Featuring Soulja Boy Tell'em,Swing,25,2008-09-06,NaN,Dire Straits
1118,2073,24682,Pitbull Featuring Lil Jon,Krazy,25,2008-10-04,NaN,Krayzie Bone
1121,2076,24731,Ace Hood Featuring Trey Songz,Ride,24,2008-10-18,NaN,Action Bronson
1124,2079,24806,Unk,Show Out,24,2008-11-08,NaN,Dlo-g
1125,2080,24807,Gorilla Zoe,Lost,25,2008-11-08,NaN,Lauryn Hill
1145,2112,25308,"DJ Felli Fel Featuring T-Pain, Sean Paul, Flo Rida & Pitbull",Feel It,25,2009-04-04,NaN,NF
1147,2114,25355,Flo Rida Featuring Wynter,Sugar,22,2009-04-18,NaN,Rebecca Sugar
1153,2124,25433,Webstar & Jim Jones Featuring Juelz Santana,Dancin On Me,25,2009-05-09,NaN,Wizkid
1156,2128,25508,Gorilla Zoe,Echo,25,2009-05-30,NaN,Fettes Brot
1165,2145,25831,Baby Bash Featuring Pitbull,Outta Control,23,2009-08-29,NaN,M.E.D.
1166,2148,25857,LMFAO,La La La,24,2009-09-05,NaN,Mac Miller
1167,2149,25880,Clipse Featuring Pharrell,I'm Good,22,2009-09-12,NaN,Lil Wayne
1174,2157,26006,Lil Boosie Featuring Young Jeezy & Webbie,Better Believe It,23,2009-10-17,NaN,Grand Illusion
1179,2162,26057,6 Tre G,Fresh,24,2009-10-31,NaN,Chance The Rapper
1181,2164,26131,Juvenile,Gotta Get It,23,2009-11-21,NaN,Broken
1185,2170,26257,Roscoe Dash Featuring Soulja Boy Tell'em,All The Way Turnt Up,24,2009-12-26,NaN,Travis Porter
1188,2173,26307,Plies Featuring Keri Hilson,Medicine,24,2010-01-09,NaN,Nahko and Medicine for the People
1202,2195,26705,Diddy - Dirty Money Featuring T.I.,Hello Good Morning,22,2010-05-01,NaN,AJ Taylor
1203,2196,26706,8Ball & MJG Featuring Young Dro,Bring It Back,23,2010-05-01,NaN,KRS-One
1218,2219,27083,B.o.B Featuring Rivers Cuomo,Magic,25,2010-08-14,NaN,Future
1228,2231,27281,Cali Swag District,Where You Are,23,2010-10-09,NaN,Jack & Jack
1240,2247,27482,E-40 Featuring Too $hort,Bitch,24,2010-12-04,NaN,Britney Spears
1241,2249,27508,Slim Thug Featuring B.o.B,So High,25,2010-12-11,NaN,Jadakiss
1247,2257,27680,Kanye West  Jay Z,H*A*M,22,2011-01-29,NaN,William Shakespeare
1248,2258,27708,Snoop Dogg,Sweat,25,2011-02-05,NaN,Earl Sweatshirt
1258,2272,27980,Lil Wayne Featuring Rick Ross,John,22,2011-04-23,NaN,Chance The Rapper
1283,2304,28507,Diggy,"Copy, Paste",24,2011-09-17,NaN,Sioux Falls
1294,2319,28781,Roscoe Dash,Good Good Night,23,2011-12-03,NaN,Hot Chelle Rae
1304,2331,29006,LoveRance Featuring IamSu & Skipper or 50 Cent,UP!,23,2012-02-04,NaN,DeJ Loaf
1319,2351,29379,Drake Featuring Lil Wayne,HYFR (Hell Yeah F*****g Right),21,2012-05-19,NaN,NaN
1340,2381,29904,"Game Featuring Chris Brown, Tyga, Wiz Khalifa & Lil Wayne",Celebration,21,2012-10-13,NaN,Macklemore and Ryan Lewis
1343,2384,29929,Macklemore & Ryan Lewis Featuring Wanz,Thrift Shop,21,2012-10-20,NaN,Brian Lin
1352,2396,30022,"A$AP Rocky Featuring Drake, 2 Chainz & Kendrick Lamar",F**kin Problems,14,2012-11-17,NaN,Royce da 5’9”
1362,2413,30356,Macklemore & Ryan Lewis Featuring Ray Dalton,Can't Hold Us,23,2013-02-16,NaN,AXWELL Λ INGROSSO
1363,2414,30357,Macklemore & Ryan Lewis Featuring Mary Lambert,Same Love,24,2013-02-16,NaN,Glee Cast
1400,2469,31178,Macklemore & Ryan Lewis Featuring ScHoolboy Q & Hollis,White Walls,20,2013-10-05,NaN,Still Remains
1416,2501,31581,Future,Shhh...,23,2014-01-25,NaN,Vado
1427,2518,31757,"will.i.am Featuring Miley Cyrus, French Montana, Wiz Khalifa & DJ Mustard",Feelin' Myself,24,2014-03-15,NaN,Packy
1434,2525,31826,Lil' Boosie & Webbie Featuring Kiara,Show Da World,18,2014-04-05,NaN,Vybz Kartel
1436,2527,31853,50 Cent,Pilot,20,2014-04-12,NaN,​twenty one pilots
1442,2534,32000,"DJ Khaled Featuring Jay Z, Meek Mill, Rick Ross & French Montana",They Don't Love U No More,17,2014-05-24,NaN,Bazanji
1458,2557,32298,Bobby Shmurda,Hot Boy,15,2014-08-16,NaN,Hot Boys
1467,2571,32491,Kendrick Lamar,i,8,2014-10-11,NaN,Kyle
1468,2572,32498,Big Sean Featuring E-40,I Don't F**k With You,15,2014-10-11,NaN,Ja Rule
1484,2600,32882,Machine Gun Kelly,Til I Die,24,2015-01-24,NaN,Bryan Adams
1498,2631,33146,Iggy Azalea Featuring Jennifer Hudson,Trouble,13,2015-04-11,NaN,Mellow High
1504,2642,33327,Pitbull Featuring Chris Brown,Fun,19,2015-05-30,NaN,Joey Bada$$
1508,2647,33426,Travi$ Scott Featuring Future & 2 Chainz,3500,18,2015-06-27,NaN,Lil Yachty
1519,2663,33582,Future,Trap N****s,24,2015-08-08,NaN,MC Bruddaal
1521,2672,33669,@iHeartMemphis,Hit The Quan,11,2015-09-05,NaN,​iLoveMemphis
1522,2674,33678,N.W.A,F**k Tha Police,20,2015-09-05,NaN,Dr. Dre
1523,2675,33713,"Macklemore & Ryan Lewis Featuring Eric Nally, Melle Mel, Kool Moe Dee & Grandmaster Caz",Downtown,5,2015-09-19,NaN,Belly
1524,2676,33751,Travi$ Scott,Antidote,18,2015-09-26,NaN,Ivan B
1530,2695,33973,DLOW,Bet You Can't Do It Like Me,15,2015-11-28,NaN,Bones & Na$ty Matt
1536,2707,34206,iLoveMemphis,Lean & Dabb,23,2016-01-30,NaN,​iLoveMemphis
1541,2713,34275,"Kevin Gates Featuring Trey Songz, Ty Dolla $ign &  Jamie Foxx",Jam,17,2016-02-20,NaN,James Blake
1542,2714,34282,Luke Nasty,Might Be,24,2016-02-20,NaN,Soko
1544,2716,34296,Future,Fly S**t Only,13,2016-02-27,NaN,The Boyz
1550,2726,34395,Kendrick Lamar,Untitled 02 l 06.23.2014.,12,2016-03-26,NaN,The Supreme Court of the United States
1551,2727,34399,Kendrick Lamar,Untitled 07 l 2014 - 2016,16,2016-03-26,NaN,Genius Users
1565,2772,34790,"Lil Wayne, Wiz Khalifa & Imagine Dragons With Logic, Ty Dolla $ign & X Ambassadors",Sucker For Pain,7,2016-07-16,NaN,Spotify
1570,2783,34908,Gucci Mane Featuring Kanye West,P**** Print,25,2016-08-13,NaN,Run the Jewels
1574,2788,34982,Young Thug And Travis Scott Featuring Quavo,Pick Up The Phone,24,2016-09-03,NaN,Genius Turkey Translations
1579,2797,35095,Zayion McCall Featuring Zay Hilfigerrr,Juju On Dat Beat (TZ Anthem),12,2016-10-08,NaN,NaN
1592,2817,35333,A Boogie Wit da Hoodie,My Sh*t,25,2016-12-10,NaN,Rucka Rucka Ali
1595,2820,35379,gnash Featuring Johnny Yukon,Home,21,2016-12-24,NaN,Jay Z
