,Unnamed: 0,Unnamed: 0.1,artist,track,position,date,lyrics
1004,1900,21722,Chingy Featuring Tyrese,Pullin' Me Back,23,2006-06-24,
1005,1902,21791,Yung Joc Featuring Brandy 'Ms. B.' Hambrick,I Know You See It,17,2006-07-15,
1006,1906,21872,Ludacris Featuring Pharrell,Money Maker,23,2006-08-05,
1007,1907,21873,Diddy Featuring Nicole Scherzinger,Come To Me,24,2006-08-05,
1008,1910,21924,Lloyd Banks Featuring 50 Cent,Hands Up,25,2006-08-19,
1009,1912,21949,The Game Featuring Junior Reid,It's Okay (One Blood),25,2006-08-26,
1010,1914,22024,Lil Scrappy Featuring Young Buck,Money In The Bank,25,2006-09-16,
1011,1915,22045,Webstar & Young B Featuring The Voice Of Harlem,Chicken Noodle Soup.,21,2006-09-23,
1012,1917,22096,Bow Wow Featuring Chris Brown & Johnta Austin,Shortie Like Mine,22,2006-10-07,
1013,1919,22148,Chingy Featuring Jermaine Dupri,Dem Jeans,24,2006-10-21,
1014,1920,22149,Ice Cube Featuring Snoop Dogg & Lil Jon,Go To Church,25,2006-10-21,
1015,1921,22173,Fat Joe Featuring Lil Wayne,Make It Rain,24,2006-10-28,
1016,1922,22197,Young Jeezy,I Luv It,23,2006-11-04,
1017,1923,22198,Lil' Boosie Featuring Yung Joc,Zoom,24,2006-11-04,
1018,1924,22199,Snoop Dogg Featuring R. Kelly,That's That,25,2006-11-04,
1019,1927,22270,Ludacris Featuring Mary J. Blige,Runaway Love,21,2006-11-25,
1020,1929,22294,Diddy Featuring Christina Aguilera,Tell Me,20,2006-12-02,
1021,1932,22346,Jay-Z Featuring Chrisette Michele,Lost One,22,2006-12-16,
1022,1933,22347,Rich Boy Featuring Polow Da Don,Throw Some D's,23,2006-12-16,
1023,1934,22349,Nas Featuring will.i.am,Hip Hop Is Dead,25,2006-12-16,
1024,1935,22373,Baby Boy Da Prince Featuring Lil Boosie,The Way I Live,24,2006-12-23,
1025,1936,22374,Diddy Featuring Keyshia Cole,Last Night,25,2006-12-23,
1026,1937,22398,The Game Featuring Kanye West,Wouldn't Get Far,24,2006-12-30,
1027,1939,22420,Yung Joc Featuring Marques Houston & Trey Songz,1st Time,21,2007-01-06,
1028,1940,22422,Jibbs Featuring Chamillionaire,King Kong,23,2007-01-06,
1029,1941,22471,Young Jeezy Featuring R. Kelly,Go Getta,22,2007-01-20,
1030,1942,22498,Crime Mob Featuring Lil Scrappy,Rock Yo Hips,24,2007-01-27,
1031,1943,22499,R. Kelly Or Bow Wow (Featuring T.I. & T-Pain),I'm A Flirt,25,2007-01-27,
1032,1946,22549,DJ Clue Featuring Jagged Edge & Fabolous,Really Wanna Know You,25,2007-02-10,
1033,1948,22596,Paul Wall Featuring Lil' KeKe,Break 'Em Off,22,2007-02-24,
1034,1949,22599,Jay-Z Featuring Beyonce,Hollywood,25,2007-02-24,
1035,1950,22619,Bow Wow Featuring T-Pain & Johnta Austin,Outta My System,20,2007-03-03,
1036,1951,22623,Chamillionaire Featuring Kelis,Not A Criminal,24,2007-03-03,
1037,1953,22671,Birdman & Lil Wayne Featuring Rick Ross & T-Pain,Know What I'm Doin',22,2007-03-17,
1038,1955,22695,Bone Thugs-N-Harmony Featuring Akon,I Tried,21,2007-03-24,
1039,1956,22698,"DJ Khaled Featuring T.I., Akon, Rick Ross, Fat Joe, Lil' Wayne & Baby",We Takin' Over,24,2007-03-24,
1040,1957,22719,Lil Scrappy Featuring Sean P. & E-40,Oh Yeah (Work),20,2007-03-31,
1041,1959,22746,The Fixxers AKA DJ Quik & AMG,Can U Werk Wit Dat,22,2007-04-07,
1042,1960,22770,Lil Boosie Featuring Foxx & Webbie,Wipe Me Down,21,2007-04-14,
1043,1961,22774,Paul Wall Featuring Jermaine Dupri,I'm Throwed,25,2007-04-14,
1044,1963,22820,Yung Berg Featuring Junior,Sexy Lady,21,2007-04-28,
1045,1968,22874,Fabolous Featuring Ne-Yo,Make Me Better,25,2007-05-12,
1046,1971,22922,Mims,Like This,23,2007-05-26,
1047,1974,22946,The Alliance Featuring Fabo,Tattoo,22,2007-06-02,
1048,1975,22971,Mike Jones Featuring Bun B & Snoop Dogg,My 64,22,2007-06-09,
1049,1976,22998,Bone Thugs-N-Harmony Featuring Mariah Carey & Bow Wow,Lil Love,24,2007-06-16,
1050,1978,23047,Kia Shine,Krispy,25,2007-06-30,
1051,1980,23095,Soulja Boy Tell'em,Crank That (Soulja Boy),25,2007-07-14,
1052,1983,23162,T.I. Featuring Wyclef Jean,You Know What It Is,20,2007-08-04,
1053,1984,23166,Baby Bash Featuring T-Pain,Cyclone,24,2007-08-04,
1054,1985,23187,UGK Featuring OutKast,Int'l Players Anthem (I Choose You),21,2007-08-11,
1055,1986,23188,50 Cent Featuring Justin Timberlake & Timbaland,Ayo Technology,22,2007-08-11,
1056,1987,23189,Yung Joc Featuring Gorilla Zoe,Coffee Shop,23,2007-08-11,
1057,1988,23191,Cassidy Featuring Swizz Beatz,My Drink N' My 2 Step,25,2007-08-11,
1058,1990,23262,Fabolous Featuring Jermaine Dupri,Baby Don't Go,24,2007-09-01,
1059,1991,23263,Playaz Circle Featuring Lil Wayne,Duffle Bag Boy,25,2007-09-01,
1060,1993,23310,will.i.am,I Got It From My Mama,24,2007-09-15,
1061,1994,23311,"DJ Khaled Featuring T-Pain, Trick Daddy, Rick Ross & Plies",I'm So Hood,25,2007-09-15,
1062,1995,23332,"DJ Felli Fel Featuring Diddy, Akon, Ludacris & Lil Jon",Get Buck In Here,22,2007-09-22,
1063,1996,23352,Kanye West Featuring T-Pain,Good Life,18,2007-09-29,
1064,1998,23382,Plies Featuring Akon,Hypnotized,24,2007-10-06,
1065,1999,23383,Flo Rida Featuring T-Pain,Low,25,2007-10-06,
1066,2000,23430,Soulja Boy Tell'em Featuring I-15,Soulja Girl,23,2007-10-20,
1067,2001,23432,Hurricane Chris Featuring Big Poppa,The Hand Clap,25,2007-10-20,
1068,2004,23505,Birdman Featuring Lil Wayne,Pop Bottles,23,2007-11-10,
1069,2005,23531,Webbie Featuring Lil' Phat & Lil' Boosie,Independent,24,2007-11-17,
1070,2006,23532,Kanye West Featuring Dwele,Flashing Lights,25,2007-11-17,
1071,2007,23582,50 Cent Featuring Akon,Still Will,25,2007-12-01,
1072,2009,23607,Baby Bash Featuring Sean Kingston,What Is It,25,2007-12-08,
1073,2011,23654,Styles P Featuring Swizz Beatz,Blow Ya Mind,22,2007-12-22,
1074,2012,23655,Chingy Featuring Amerie,Fly Like Me,23,2007-12-22,
1075,2013,23657,Fat Joe Featuring J. Holiday,I Won't Tell,25,2007-12-22,
1076,2014,23681,Glasses Malone Featuring Akon,Certified,24,2007-12-29,
1077,2015,23682,Trap Starz Clik,Get It Big,25,2007-12-29,
1078,2016,23706,Lupe Fiasco Featuring Matthew Santos,Superstar,24,2008-01-05,
1079,2020,23828,Jay-Z Featuring Pharrell,I Know,21,2008-02-09,
1080,2023,23832,Dolla Featuring T-Pain & Tay Dizm,Who The F*** Is That?,25,2008-02-09,
1081,2024,23856,Rick Ross Featuring T-Pain,The Boss,24,2008-02-16,
1082,2025,23905,Soulja Boy Tell'em Featuring Arab,YAHHH!,23,2008-03-01,
1083,2026,23907,Lil Mama Featuring Chris Brown & T-Pain,Shawty Get Loose,25,2008-03-01,
1084,2027,23930,Flo Rida Featuring Timbaland,Elevator,23,2008-03-08,
1085,2029,23979,The D.E.Y.,Give You The World,22,2008-03-22,
1086,2030,23980,Jay-Z Featuring Mary J. Blige,You're Welcome,23,2008-03-22,
1087,2032,24004,Plies Featuring Ne-Yo,Bust It Baby Part 2,22,2008-03-29,
1088,2033,24006,Mike Jones Featuring Hurricane Chris,Drop & Gimme 50,24,2008-03-29,
1089,2034,24032,"DJ Felli Fel Featuring Kanye West, Jermaine Dupri, Fabolous & Ne-Yo",Finer Things,25,2008-04-05,
1090,2035,24079,Snoop Dogg Featuring Too $hort & Mistah F.A.B.,Life Of Da Party,22,2008-04-19,
1091,2036,24081,Nelly Featuring Fergie,Party People,24,2008-04-19,
1092,2037,24082,C-Side Featuring Keyshia Cole,Boyfriend/Girlfriend,25,2008-04-19,
1093,2038,24104,David Banner Featuring Chris Brown,Get Like Me,22,2008-04-26,
1094,2045,24182,Baby Bash Featuring Keith Sweat,Don't Stop,25,2008-05-17,
1095,2046,24201,The Game Featuring Keyshia Cole,Game's Pain,19,2008-05-24,
1096,2047,24203,Bun-B Featuring Sean Kingston,That's Gangsta,21,2008-05-24,
1097,2048,24204,Young Jeezy Featuring Kanye West,Put On,22,2008-05-24,
1098,2049,24227,Hot Stylz Featuring Yung Joc,Lookin Boy,20,2008-05-31,
1099,2050,24231,"Three 6 Mafia Featuring Project Pat, Young D & Superpower",Lolli Lolli (Pop That Body),24,2008-05-31,
1100,2051,24250,Lil Wayne Featuring T-Pain,Got Money,18,2008-06-07,
1101,2052,24251,Kanye West Featuring Chris Martin,Homecoming,19,2008-06-07,
1102,2053,24281,Yung Berg Featuring Casha,The Business,24,2008-06-14,
1103,2054,24282,Pitbull Featuring Trina & Young Bo$$,Go Girl,25,2008-06-14,
1104,2056,24326,Rick Ross Featuring Nelly & Avery Storm,Here I Am,19,2008-06-28,
1105,2057,24331,Soulja Boy Tell'em,Donk,24,2008-06-28,
1106,2058,24380,Plies Featuring Jamie Foxx & The-Dream,Please Excuse My Hands,23,2008-07-12,
1107,2059,24382,Nelly Featuring Ashanti & Akon,Body On Me,25,2008-07-12,
1108,2060,24432,"DJ Khaled Feat. Akon, Plies, Young Jeezy, Rick Ross, Ace Hood, Trick Daddy & Lil' Boosie",Out Here Grindin,25,2008-07-26,
1109,2061,24451,Lil Wayne Featuring Jay-Z,Mr. Carter,19,2008-08-02,
1110,2062,24452,Flo Rida Featuring will.i.am,In The Ayer,20,2008-08-02,
1111,2064,24505,Mike Jones Featuring Trey Songz & Twista,Cuddy Buddy,23,2008-08-16,
1112,2065,24507,Lil Wayne Featuring Bobby Valentino & Kidd Kidd,Mrs. Officer,25,2008-08-16,
1113,2067,24581,Ludacris Co-Starring Chris Brown & Sean Garrett,What Them Girls Like,24,2008-09-06,
1114,2068,24582,Savage Featuring Soulja Boy Tell'em,Swing,25,2008-09-06,
1115,2070,24607,Jay-Z & T.I. Featuring Kanye West & Lil Wayne,Swagga Like Us,25,2008-09-13,
1116,2071,24655,Bow Wow Featuring Soulja Boy Tell'em,Marco Polo,23,2008-09-27,
1117,2072,24680,T.I. Featuring Rihanna,Live Your Life,23,2008-10-04,
1118,2073,24682,Pitbull Featuring Lil Jon,Krazy,25,2008-10-04,
1119,2074,24707,David Banner Featuring Lil Wayne,Shawty Say,25,2008-10-11,
1120,2075,24729,Jim Jones & Ron Browz Featuring Juelz Santana,Pop Champagne,22,2008-10-18,
1121,2076,24731,Ace Hood Featuring Trey Songz,Ride,24,2008-10-18,
1122,2077,24781,Jadakiss Featuring Ne-Yo,By My Side,24,2008-11-01,
1123,2078,24804,Ludacris Co-Starring T-Pain,One More Drink,22,2008-11-08,
1124,2079,24806,Unk,Show Out,24,2008-11-08,
1125,2080,24807,Gorilla Zoe,Lost,25,2008-11-08,
1126,2081,24826,Busta Rhymes Featuring Ron Browz,Arab Money,19,2008-11-15,
1127,2082,24832,Plies Featuring Chris J,Put It On Ya,25,2008-11-15,
1128,2083,24855,Young Jeezy Featuring Nas,My President,23,2008-11-22,
1129,2086,24907,Soulja Boy Tell'em,Bird Walk,25,2008-12-06,
1130,2087,24950,Jay-Z Featuring Santogold,Brooklyn Go Hard,18,2008-12-20,
1131,2088,24953,Common Featuring Pharrell,Universal Mind Control,21,2008-12-20,
1132,2089,24956,DJ Khaled Featuring Kanye West & T-Pain,Go Hard,24,2008-12-20,
1133,2090,24977,Yung L.A. Featuring Young Dro & T.I.,Ain't I,20,2008-12-27,
1134,2092,24982,T.I. Featuring Justin Timberlake,Dead And Gone,25,2008-12-27,
1135,2095,25073,"Eminem, Dr. Dre & 50 Cent",Crack A Bottle,16,2009-01-24,
1136,2099,25107,Baby Bash Featuring Lil Jon & Mario,That's How I Go,25,2009-01-31,
1137,2100,25120,Soulja Boy Tell 'em Featuring Sammie,Kiss Me Thru The Phone,12,2009-02-14,
1138,2102,25131,Plies Featuring Ashanti,"Want It, Need It",23,2009-02-14,
1139,2103,25156,OJ Da Juiceman Featuring Gucci Mane,Make Tha Trap Say Aye,23,2009-02-21,
1140,2105,25208,Rick Ross Featuring John Legend,Magnificent,25,2009-03-07,
1141,2106,25233,Bow Wow Featuring Johnta Austin,You Can Get It All,25,2009-03-14,
1142,2109,25258,Busta Rhymes Featuring T-Pain,Hustler's Anthem '09,25,2009-03-21,
1143,2110,25279,Soulja Boy Tell'em,Turn My Swag On,21,2009-03-28,
1144,2111,25307,Maino Featuring T-Pain,All The Above,24,2009-04-04,
1145,2112,25308,"DJ Felli Fel Featuring T-Pain, Sean Paul, Flo Rida & Pitbull",Feel It,25,2009-04-04,
1146,2113,25330,Kanye West Featuring Young Jeezy,Amazing,22,2009-04-11,
1147,2114,25355,Flo Rida Featuring Wynter,Sugar,22,2009-04-18,
1148,2115,25356,Birdman Featuring Lil Wayne,Always Strapped,23,2009-04-18,
1149,2116,25357,Hurricane Chris Featuring SupaSTAAR,Halle Berry (She's Fine),24,2009-04-18,
1150,2117,25358,DJ Class Featuring Lil Jon,I'm The Ish,25,2009-04-18,
1151,2119,25381,Paul Wall Featuring Webbie & Mouse,Bizzy Body,23,2009-04-25,
1152,2120,25382,F.L.Y. (Fast Life Yungstaz),Swag Surfin',24,2009-04-25,
1153,2124,25433,Webstar & Jim Jones Featuring Juelz Santana,Dancin On Me,25,2009-05-09,
1154,2126,25483,Twista Featuring Erika Shevon,Wetter (Calling You Daddy),25,2009-05-23,
1155,2127,25506,Jadakiss Featuring Swizz Beatz & OJ Da Juiceman,Who's Real,23,2009-05-30,
1156,2128,25508,Gorilla Zoe,Echo,25,2009-05-30,
1157,2131,25557,Lil Kim Featuring T-Pain & Charlie Wilson,Download,24,2009-06-13,
1158,2133,25607,Fabolous Featuring The-Dream,Throw It In The Bag,24,2009-06-27,
1159,2136,25655,Drake Featuring Trey Songz & Lil Wayne,Successful,22,2009-07-11,
1160,2137,25682,Kid Cudi Featuring Kanye West & Common,Make Her Say,24,2009-07-18,
1161,2138,25708,Flo Rida Featuring Ne-Yo,Be On You,25,2009-07-25,
1162,2139,25753,"Jay-Z, Rihanna & Kanye West",Run This Town,20,2009-08-08,
1163,2142,25778,Gucci Mane Featuring Plies Or OJ Da Juiceman,Wasted,20,2009-08-15,
1164,2144,25806,Maino Featuring Swizz Beatz,Million Bucks,23,2009-08-22,
1165,2145,25831,Baby Bash Featuring Pitbull,Outta Control,23,2009-08-29,
1166,2148,25857,LMFAO,La La La,24,2009-09-05,
1167,2149,25880,Clipse Featuring Pharrell,I'm Good,22,2009-09-12,
1168,2150,25882,Fabolous Featuring Keri Hilson,"Everything, Everyday, Everywhere",24,2009-09-12,
1169,2152,25904,Birdman Featuring Jay Sean,Written On Her,21,2009-09-19,
1170,2153,25906,Three 6 Mafia Featuring Kalenna,Shake My,23,2009-09-19,
1171,2154,25908,Drake Featuring Lil Wayne & Young Jeezy,I'm Going In,25,2009-09-19,
1172,2155,25931,Jay-Z + Alicia Keys,Empire State Of Mind,23,2009-09-26,
1173,2156,25957,50 Cent Featuring Ne-Yo,Baby By Me,24,2009-10-03,
1174,2157,26006,Lil Boosie Featuring Young Jeezy & Webbie,Better Believe It,23,2009-10-17,
1175,2158,26008,New Boyz Featuring Ray J,Tie Me Down,25,2009-10-17,
1176,2159,26029,Birdman Featuring Lil Wayne & Drake,Money To Blow,21,2009-10-24,
1177,2160,26033,LMFAO Featuring Lil Jon,Shots,25,2009-10-24,
1178,2161,26051,Snoop Dogg Featuring The-Dream,Gangsta Luv,18,2009-10-31,
1179,2162,26057,6 Tre G,Fresh,24,2009-10-31,
1180,2163,26083,Gucci Mane Featuring Usher,Spotlight,25,2009-11-07,
1181,2164,26131,Juvenile,Gotta Get It,23,2009-11-21,
1182,2165,26132,Nicki Minaj Featuring Lil Wayne,I Get Crazy,24,2009-11-21,
1183,2166,26133,Pitbull Featuring Akon,Shut It Down,25,2009-11-21,
1184,2168,26155,Young Money Featuring Lloyd,BedRock,22,2009-11-28,
1185,2170,26257,Roscoe Dash Featuring Soulja Boy Tell'em,All The Way Turnt Up,24,2009-12-26,
1186,2171,26258,"DJ Khaled Featuring Usher, Drake, Young Jeezy & Rick Ross",Fed Up,25,2009-12-26,
1187,2172,26283,Timbaland Featuring Drake,Say Something,25,2010-01-02,
1188,2173,26307,Plies Featuring Keri Hilson,Medicine,24,2010-01-09,
1189,2174,26332,Jay-Z + Swizz Beatz,On To The Next One,24,2010-01-16,
1190,2175,26381,Yo Gotti Featuring Lil Wayne,"Women Lie, Men Lie",23,2010-01-30,
1191,2178,26408,B.o.B Featuring Bruno Mars,Nothin' On You,25,2010-02-06,
1192,2179,26456,Juelz Santana Featuring Chris Brown,Back To The Crib,23,2010-02-20,
1193,2181,26481,Fat Joe Featuring Jeezy,(HaHa) Slow Down,23,2010-02-27,
1194,2182,26482,Trina Featuring Diddy & Keri Hilson,Million Dollar Girl,24,2010-02-27,
1195,2183,26483,Birdman Featuring Drake & Lil Wayne,4 My Town (Play Ball),25,2010-02-27,
1196,2184,26505,Ludacris Featuring Nicki Minaj,My Chick Bad,22,2010-03-06,
1197,2185,26529,Jay-Z + Mr. Hudson,Young Forever,21,2010-03-13,
1198,2186,26531,Lloyd Banks Featuring Juelz Santana,"Beamer, Benz, Or Bentley",23,2010-03-13,
1199,2188,26558,"DJ Khaled Featuring T-Pain, Ludacris, Snoop Dogg & Rick Ross",All I Do Is Win,25,2010-03-20,
1200,2190,26633,Young Jeezy Featuring Plies,Lose My Mind,25,2010-04-10,
1201,2192,26658,Cypress Hill Featuring Pittbull & Marc Anthony,Armada Latina,25,2010-04-17,
1202,2195,26705,Diddy - Dirty Money Featuring T.I.,Hello Good Morning,22,2010-05-01,
1203,2196,26706,8Ball & MJG Featuring Young Dro,Bring It Back,23,2010-05-01,
1204,2197,26707,Rick Ross Featuring Ne-Yo,Super High,24,2010-05-01,
1205,2198,26731,Ludacris Featuring Trey Songz,Sex Room,23,2010-05-08,
1206,2199,26751,B.o.B Featuring Hayley Williams,Airplanes,18,2010-05-15,
1207,2203,26830,Travie McCoy Featuring Bruno Mars,Billionaire,22,2010-06-05,
1208,2204,26831,Baby Bash Featuring Marty James,Fantasy Girl,23,2010-06-05,
1209,2205,26880,T.I. Featuring Keri Hilson,Got Your Back,22,2010-06-19,
1210,2206,26881,Drake Featuring Lil Wayne,Miss Me,23,2010-06-19,
1211,2208,26907,Soulja Boy Tell'em,Pretty Boy Swag,24,2010-06-26,
1212,2209,26908,Bobby Brackins Featuring Ray J,143,25,2010-06-26,
1213,2212,26952,Eminem Featuring Rihanna,Love The Way You Lie,19,2010-07-10,
1214,2213,26958,Rick Ross Featuring Styles P,B.M.F. (Blowin' Money Fast),25,2010-07-10,
1215,2215,27008,Fat Joe Featuring Trey Songz,If It Ain't About Money,25,2010-07-24,
1216,2216,27032,New Boyz Featuring Iyaz,Break My Bank,24,2010-07-31,
1217,2217,27057,Drake Featuring T.I. & Swizz Beatz,Fancy,24,2010-08-07,
1218,2219,27083,B.o.B Featuring Rivers Cuomo,Magic,25,2010-08-14,
1219,2220,27132,Drake Featuring Nicki Minaj,Up All Night,24,2010-08-28,
1220,2221,27156,Gucci Mane Featuring Swizz Beatz,Gucci Time,23,2010-09-04,
1221,2222,27157,Flo Rida Featuring David Guetta,Club Can't Handle Me,24,2010-09-04,
1222,2223,27178,Lil Wayne Featuring Drake,Right Above It,20,2010-09-11,
1223,2225,27205,Far*East Movement Featuring Cataracs & Dev,Like A G6,22,2010-09-18,
1224,2227,27257,Lloyd Banks Featuring Lloyd,Any Girl,24,2010-10-02,
1225,2228,27258,Diddy - Dirty Money Featuring Drake,Loving You No More,25,2010-10-02,
1226,2229,27276,"Kanye West Featuring Jay-Z, Rick Ross, Bon Iver & Nicki Minaj",Monster,18,2010-10-09,
1227,2230,27280,Rick Ross Featuring Drake & Chrisette Michele,Aston Martin Music,22,2010-10-09,
1228,2231,27281,Cali Swag District,Where You Are,23,2010-10-09,
1229,2232,27283,Birdman Featuring Tyga & Lil Wayne,Loyalty,25,2010-10-09,
1230,2234,27331,Twista Featuring Chris Brown,Make A Movie,23,2010-10-23,
1231,2235,27333,Gucci Mane Featuring Trey Songz,Beat It Up,25,2010-10-23,
1232,2236,27352,Eminem Featuring Lil Wayne,No Love,19,2010-10-30,
1233,2237,27354,Kanye West Featuring Pusha T,Runaway,21,2010-10-30,
1234,2239,27358,Pitbull Featuring T-Pain,Hey Baby (Drop It To The Floor),25,2010-10-30,
1235,2242,27408,T.I. Featuring Chris Brown,Get Back Up,25,2010-11-13,
1236,2243,27431,Nicki Minaj Featuring Eminem,Roman's Revenge,23,2010-11-20,
1237,2244,27433,"Lloyd Banks Featuring Kanye West, Swizz Beatz, Fabolous & Ryan Leslie",Start It Up,25,2010-11-20,
1238,2245,27458,Lil Scrappy Featuring Stuey Rock,Bad (That's Her),25,2010-11-27,
1239,2246,27478,Dr. Dre Featuring Snoop Dogg & Akon,Kush,20,2010-12-04,
1240,2247,27482,E-40 Featuring Too $hort,Bitch,24,2010-12-04,
1241,2249,27508,Slim Thug Featuring B.o.B,So High,25,2010-12-11,
1242,2250,27527,Birdman Featuring Lil Wayne,Fire Flame,19,2010-12-18,
1243,2251,27550,Nicki Minaj Featuring Drake,Moment 4 Life,17,2010-12-25,
1244,2252,27555,Far*East Movement Featuring Ryan Tedder,Rocketeer,22,2010-12-25,
1245,2254,27575,Lil Wayne Featuring Cory Gunz,6 Foot 7 Foot,17,2011-01-01,
1246,2255,27633,Diddy - Dirty Money Featuring Skylar Grey,Coming Home,25,2011-01-15,
1247,2257,27680,Kanye West  Jay Z,H*A*M,22,2011-01-29,
1248,2258,27708,Snoop Dogg,Sweat,25,2011-02-05,
1249,2259,27731,Bow Wow Featuring Chris Brown,Ain't Thinkin' 'Bout You,23,2011-02-12,
1250,2260,27733,"DJ Khaled Featuring Rick Ross, Plies, Lil Wayne & T-Pain",Welcome To My Hood,25,2011-02-12,
1251,2262,27767,Chris Brown Featuring Lil Wayne & Busta Rhymes,Look At Me Now,9,2011-02-26,
1252,2263,27780,New Boyz Featuring The Cataracs & Dev,Backseat,22,2011-02-26,
1253,2264,27805,Waka Flocka Flame Featuring Kebo Gotti,Grove St. Party,22,2011-03-05,
1254,2265,27807,Lloyd Banks Featuring Jeremih,I Don't Deserve You,24,2011-03-05,
1255,2269,27881,Dr. Dre Featuring Eminem & Skylar Grey,I Need A Doctor,23,2011-03-26,
1256,2270,27905,YC Featuring Future,Racks,22,2011-04-02,
1257,2271,27932,Big Sean Featuring Chris Brown,My Last,24,2011-04-09,
1258,2272,27980,Lil Wayne Featuring Rick Ross,John,22,2011-04-23,
1259,2273,27982,Tinie Tempah Featuring Eric Turner,Written In The Stars,24,2011-04-23,
1260,2274,28004,"Pitbull Featuring Ne-Yo, Afrojack & Nayer",Give Me Everything,21,2011-04-30,
1261,2275,28030,Lupe Fiasco Featuring Trey Songz,Out Of My Head,22,2011-05-07,
1262,2276,28082,LMFAO Featuring Lauren Bennett & GoonRock,Party Rock Anthem,24,2011-05-21,
1263,2278,28107,Rick Ross Featuring Lil Wayne Or T.I.,9 Piece,24,2011-05-28,
1264,2279,28124,"DJ Khaled Featuring Drake, Rick Ross & Lil Wayne",I'm On One,16,2011-06-04,
1265,2281,28204,Young Jeezy Featuring Lil Wayne,Ballin',21,2011-06-25,
1266,2282,28208,Meek Mill Featuring Rick Ross,Tupac Back,25,2011-06-25,
1267,2283,28231,Wiz Khalifa Featuring Too $hort,On My Level,23,2011-07-02,
1268,2284,28232,T-Pain Featuring Joey Galaxy,Booty Wurk (One Cheek At A Time),24,2011-07-02,
1269,2286,28257,David Guetta Featuring Flo Rida & Nicki Minaj,Where Them Girls At,24,2011-07-09,
1270,2287,28279,"DJ Drama Featuring Fabolous, Roscoe Dash & Wiz Khalifa",Oh My,21,2011-07-16,
1271,2288,28303,Bad Meets Evil Featuring Bruno Mars,Lighters,20,2011-07-23,
1272,2290,28307,Tyga Featuring Chris Richardson,Far Away,24,2011-07-23,
1273,2291,28308,New Boyz Featuring Chris Brown,Better With The Lights Off,25,2011-07-23,
1274,2292,28329,Big Sean Featuring Kanye West & Roscoe Dash,Marvin & Chardonnay,21,2011-07-30,
1275,2293,28346,Jay Z  Kanye West Featuring Otis Redding,Otis,13,2011-08-06,
1276,2294,28355,Wale Featuring Jeremih & Rick Ross,That Way,22,2011-08-06,
1277,2295,28382,Tinie Tempah Featuring Wiz Khalifa,Till I'm Gone,24,2011-08-13,
1278,2298,28408,Pitbull Featuring Marc Anthony,Rain Over Me,25,2011-08-20,
1279,2299,28431,"Meek Mill Featuring T.I., Birdman, Lil Wayne, DJ Khaled, Rick Ross & Swizz Beatz",Ima Boss,23,2011-08-27,
1280,2300,28433,Ace Hood Featuring Chris Brown,Body 2 Body,25,2011-08-27,
1281,2301,28445,Lil Wayne Featuring Drake,She Will,12,2011-09-03,
1282,2303,28483,Jay Z  Kanye West,Ni**as in Paris,25,2011-09-10,
1283,2304,28507,Diggy,"Copy, Paste",24,2011-09-17,
1284,2305,28532,Sean Paul Featuring Alexis Jordan,Got 2 Luv U,24,2011-09-24,
1285,2309,28608,Birdman Featuring Nicki Minaj & Lil Wayne,Y.U. Mad,25,2011-10-15,
1286,2310,28630,Big Sean Featuring Nicki Minaj,Dance (A$$),22,2011-10-22,
1287,2311,28633,T.I. Featuring Big K.R.I.T.,I'm Flexin',25,2011-10-22,
1288,2312,28658,Rick Ross Featuring Nicki Minaj,You The Boss,25,2011-10-29,
1289,2313,28680,Drake Featuring Nicki Minaj,Make Me Proud,22,2011-11-05,
1290,2314,28681,Wale Featuring Miguel,Lotus Flower Bomb,23,2011-11-05,
1291,2315,28708,Red Cafe Featuring Ryan Leslie & Rick Ross,Fly Together,25,2011-11-12,
1292,2317,28757,J. Cole Featuring Trey Songz,Can't Get Enough,24,2011-11-26,
1293,2318,28758,Waka Flocka Flame Featuring Drake,Round Of Applause,25,2011-11-26,
1294,2319,28781,Roscoe Dash,Good Good Night,23,2011-12-03,
1295,2320,28782,B.o.B Featuring Lil Wayne,Strange Clouds,24,2011-12-03,
1296,2321,28783,Drake Featuring Lil Wayne,The Motto,25,2011-12-03,
1297,2322,28808,Snoop Dogg & Wiz Khalifa Featuring Bruno Mars,"Young, Wild & Free",25,2011-12-10,
1298,2323,28832,Young Jeezy Featuring Jay-Z & Andre 3000,I Do,24,2011-12-17,
1299,2324,28833,Meek Mill Featuring Young Chris,House Party,25,2011-12-17,
1300,2326,28858,Diggy Featuring Jeremih,Do It Like You,25,2011-12-24,
1301,2327,28881,Drake Featuring Rihanna,Take Care,23,2011-12-31,
1302,2329,28906,Pitbull Featuring Chris Brown,International Love,23,2012-01-07,
1303,2330,28983,Lil Wayne Featuring Bruno Mars,Mirror,25,2012-01-28,
1304,2331,29006,LoveRance Featuring IamSu & Skipper or 50 Cent,UP!,23,2012-02-04,
1305,2332,29008,French Montana Featuring Charlie Rock,Shot Caller,25,2012-02-04,
1306,2333,29058,Fat Joe Featuring Chris Brown,Another Round,25,2012-02-18,
1307,2334,29082,Travis Porter Featuring Tyga,Ayy Ladies,24,2012-02-25,
1308,2335,29083,Young Jeezy Featuring 2 Chainz,SupaFreak,25,2012-02-25,
1309,2336,29107,Drake Featuring The Weeknd,Crew Love,24,2012-03-03,
1310,2337,29108,Jay Z  Kanye West Featuring Frank Ocean,No Church In The Wild,25,2012-03-03,
